Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
2023-09-16 14:07:39.844,10704.0,270.0,7,100.0,False,8,car,0 days 00:01:16.263000,0 days 01:22:39.205000,3943.219166666666
2023-09-16 14:07:40.124,10796.0,271.0,7,100.0,False,8,car,0 days 00:01:16.543000,0 days 01:22:39.485000,3964.296944444444
2023-09-16 14:07:40.284,10868.0,274.0,7,100.0,False,8,car,0 days 00:01:16.703000,0 days 01:22:39.645000,3976.4747222222213
2023-09-16 14:07:40.444,10925.0,276.0,7,100.0,False,8,car,0 days 00:01:16.863000,0 days 01:22:39.805000,3988.7413888888877
2023-09-16 14:07:40.644,10958.0,277.0,7,100.0,False,8,car,0 days 00:01:17.063000,0 days 01:22:40.005000,4004.130277777777
2023-09-16 14:07:40.884,11041.0,279.0,7,100.0,False,8,car,0 days 00:01:17.303000,0 days 01:22:40.245000,4022.7302777777763
2023-09-16 14:07:41.284,11117.0,281.0,7,100.0,False,8,car,0 days 00:01:17.703000,0 days 01:22:40.645000,4053.952499999999
2023-09-16 14:07:41.444,11181.0,283.0,7,100.0,False,8,car,0 days 00:01:17.863000,0 days 01:22:40.805000,4066.5302777777765
2023-09-16 14:07:41.683,11189.0,284.0,7,100.0,False,8,car,0 days 00:01:18.102000,0 days 01:22:41.044000,4085.384722222221
2023-09-16 14:07:42.123,11315.0,285.0,7,100.0,False,8,car,0 days 00:01:18.542000,0 days 01:22:41.484000,4120.218055555554
2023-09-16 14:07:42.323,11354.0,287.0,7,100.0,False,8,car,0 days 00:01:18.742000,0 days 01:22:41.684000,4136.1624999999985
2023-09-16 14:07:42.483,11318.0,287.0,7,100.0,False,8,car,0 days 00:01:18.902000,0 days 01:22:41.844000,4148.918055555554
2023-09-16 14:07:42.763,11372.0,289.0,7,100.0,False,8,car,0 days 00:01:19.182000,0 days 01:22:42.124000,4171.395833333332
2023-09-16 14:07:42.924,11435.0,289.0,7,100.0,False,8,car,0 days 00:01:19.343000,0 days 01:22:42.285000,4184.320555555554
2023-09-16 14:07:43.124,11152.0,289.0,7,100.0,False,8,car,0 days 00:01:19.543000,0 days 01:22:42.485000,4200.37611111111
2023-09-16 14:07:43.404,10165.0,259.0,7,0.0,True,8,car,0 days 00:01:19.823000,0 days 01:22:42.765000,4220.520555555553
2023-09-16 14:07:43.604,10053.0,227.0,7,0.0,True,8,car,0 days 00:01:20.023000,0 days 01:22:42.965000,4233.131666666664
2023-09-16 14:07:43.924,10345.0,186.0,7,0.0,True,8,car,0 days 00:01:20.343000,0 days 01:22:43.285000,4249.664999999998
2023-09-16 14:07:44.124,10121.0,166.0,7,0.0,True,8,car,0 days 00:01:20.543000,0 days 01:22:43.485000,4258.887222222221
2023-09-16 14:07:44.324,10254.0,159.0,6,0.0,True,8,car,0 days 00:01:20.743000,0 days 01:22:43.685000,4267.720555555554
2023-09-16 14:07:44.524,9777.0,139.0,4,0.0,True,8,car,0 days 00:01:20.943000,0 days 01:22:43.885000,4275.442777777776
2023-09-16 14:07:44.924,8326.0,122.0,3,0.0,True,8,car,0 days 00:01:21.343000,0 days 01:22:44.285000,4288.998333333332
2023-09-16 14:07:45.084,8123.0,117.0,3,0.0,True,8,car,0 days 00:01:21.503000,0 days 01:22:44.445000,4294.198333333332
2023-09-16 14:07:45.404,7998.0,109.0,3,15.0,False,8,car,0 days 00:01:21.823000,0 days 01:22:44.765000,4303.887222222221
2023-09-16 14:07:45.564,8224.0,108.0,3,31.0,False,8,car,0 days 00:01:21.983000,0 days 01:22:44.925000,4308.687222222221
2023-09-16 14:07:45.924,8885.0,113.0,3,57.0,False,8,car,0 days 00:01:22.343000,0 days 01:22:45.285000,4319.987222222221
2023-09-16 14:07:46.244,9333.0,131.0,3,89.0,False,8,car,0 days 00:01:22.663000,0 days 01:22:45.605000,4331.631666666665
2023-09-16 14:07:46.564,8314.0,134.0,4,22.0,False,8,car,0 days 00:01:22.983000,0 days 01:22:45.925000,4343.542777777777
2023-09-16 14:07:46.724,8034.0,134.0,4,22.0,False,8,car,0 days 00:01:23.143000,0 days 01:22:46.085000,4349.498333333332
2023-09-16 14:07:46.884,8078.0,133.0,4,23.0,False,8,car,0 days 00:01:23.303000,0 days 01:22:46.245000,4355.409444444443
2023-09-16 14:07:47.084,8315.0,133.0,4,36.0,False,8,car,0 days 00:01:23.503000,0 days 01:22:46.445000,4362.798333333331
2023-09-16 14:07:47.324,8729.0,136.0,4,54.0,False,8,car,0 days 00:01:23.743000,0 days 01:22:46.685000,4371.864999999998
2023-09-16 14:07:47.524,9024.0,141.0,4,67.0,False,8,car,0 days 00:01:23.943000,0 days 01:22:46.885000,4379.698333333331
2023-09-16 14:07:47.724,9428.0,146.0,4,79.0,False,8,car,0 days 00:01:24.143000,0 days 01:22:47.085000,4387.809444444442
2023-09-16 14:07:47.884,9428.0,149.0,4,87.0,False,8,car,0 days 00:01:24.303000,0 days 01:22:47.245000,4394.431666666665
2023-09-16 14:07:48.124,10813.0,161.0,4,100.0,False,8,car,0 days 00:01:24.543000,0 days 01:22:47.485000,4405.164999999998
2023-09-16 14:07:48.323,11133.0,167.0,4,100.0,False,8,car,0 days 00:01:24.742000,0 days 01:22:47.684000,4414.396388888887
2023-09-16 14:07:48.483,10982.0,176.0,4,100.0,False,8,car,0 days 00:01:24.902000,0 days 01:22:47.844000,4422.218611111109
2023-09-16 14:07:48.803,11521.0,183.0,4,100.0,False,8,car,0 days 00:01:25.222000,0 days 01:22:48.164000,4438.485277777775
2023-09-16 14:07:49.003,11975.0,195.0,4,100.0,False,8,car,0 days 00:01:25.422000,0 days 01:22:48.364000,4449.318611111109
2023-09-16 14:07:49.323,10742.0,203.0,4,100.0,False,8,car,0 days 00:01:25.742000,0 days 01:22:48.684000,4467.363055555554
2023-09-16 14:07:49.644,11114.0,215.0,5,100.0,False,8,car,0 days 00:01:26.063000,0 days 01:22:49.005000,4486.533888888887
2023-09-16 14:07:50.044,11469.0,225.0,5,100.0,False,8,car,0 days 00:01:26.463000,0 days 01:22:49.405000,4511.533888888886
2023-09-16 14:07:50.404,11009.0,232.0,5,100.0,False,8,car,0 days 00:01:26.823000,0 days 01:22:49.765000,4534.733888888886
2023-09-16 14:07:50.724,10781.0,238.0,6,100.0,False,8,car,0 days 00:01:27.143000,0 days 01:22:50.085000,4555.889444444442
2023-09-16 14:07:50.924,10921.0,241.0,6,100.0,False,8,car,0 days 00:01:27.343000,0 days 01:22:50.285000,4569.278333333331
2023-09-16 14:07:51.164,10994.0,247.0,6,100.0,False,8,car,0 days 00:01:27.583000,0 days 01:22:50.525000,4585.744999999997
2023-09-16 14:07:51.364,11143.0,250.0,6,100.0,False,8,car,0 days 00:01:27.783000,0 days 01:22:50.725000,4599.633888888886
2023-09-16 14:07:51.804,10355.0,234.0,6,3.0,True,8,car,0 days 00:01:28.223000,0 days 01:22:51.165000,4628.233888888885
2023-09-16 14:07:52.084,11089.0,220.0,5,12.0,False,8,car,0 days 00:01:28.503000,0 days 01:22:51.445000,4645.344999999997
2023-09-16 14:07:52.404,11212.0,214.0,5,84.0,False,8,car,0 days 00:01:28.823000,0 days 01:22:51.765000,4664.3672222222185
2023-09-16 14:07:52.564,11545.0,214.0,5,82.0,False,8,car,0 days 00:01:28.983000,0 days 01:22:51.925000,4673.87833333333
2023-09-16 14:07:52.964,11633.0,223.0,5,100.0,False,8,car,0 days 00:01:29.383000,0 days 01:22:52.325000,4698.656111111108
2023-09-16 14:07:53.444,12352.0,230.0,5,100.0,False,8,car,0 days 00:01:29.863000,0 days 01:22:52.805000,4729.322777777775
2023-09-16 14:07:53.644,11483.0,230.0,5,100.0,False,8,car,0 days 00:01:30.063000,0 days 01:22:53.005000,4742.100555555553
2023-09-16 14:07:53.884,10732.0,236.0,6,100.0,False,8,car,0 days 00:01:30.303000,0 days 01:22:53.245000,4757.833888888886
2023-09-16 14:07:54.164,10829.0,239.0,6,100.0,False,8,car,0 days 00:01:30.583000,0 days 01:22:53.525000,4776.422777777775
2023-09-16 14:07:54.444,11028.0,244.0,6,100.0,False,8,car,0 days 00:01:30.863000,0 days 01:22:53.805000,4795.400555555553
2023-09-16 14:07:54.684,11075.0,248.0,6,100.0,False,8,car,0 days 00:01:31.103000,0 days 01:22:54.045000,4811.933888888886
2023-09-16 14:07:55.004,11424.0,253.0,6,100.0,False,14,car,0 days 00:01:31.423000,0 days 01:22:54.365000,4834.422777777775
2023-09-16 14:07:55.283,11614.0,258.0,6,100.0,False,12,car,0 days 00:01:31.702000,0 days 01:22:54.644000,4854.417777777775
2023-09-16 14:07:55.483,11692.0,262.0,6,100.0,False,12,car,0 days 00:01:31.902000,0 days 01:22:54.844000,4868.973333333331
2023-09-16 14:07:55.683,11794.0,265.0,6,100.0,False,12,car,0 days 00:01:32.102000,0 days 01:22:55.044000,4883.695555555553
