iter	Logloss
205	0.08568220405
206	0.08529150321
207	0.08490054733
208	0.08426813062
209	0.08390373195
210	0.08340563762
211	0.08298981055
212	0.08258317235
213	0.08205789969
214	0.08157499177
215	0.08111290074
216	0.0806964659
217	0.08028342319
218	0.07988881078
219	0.07954107468
220	0.07908146448
221	0.07868211193
222	0.07826259256
223	0.07789874584
224	0.07738493198
225	0.0770959453
226	0.07670115503
227	0.07634150023
228	0.07599650509
229	0.07566544101
230	0.07528405002
231	0.07481427534
232	0.07451613282
233	0.07404127294
234	0.07365924679
235	0.07318941791
236	0.07287978127
237	0.07255260819
238	0.07226391966
239	0.07187659513
240	0.07161644479
241	0.07133078388
242	0.07112646118
243	0.07072494247
244	0.07039251365
245	0.07009147414
246	0.06972842894
247	0.0694305623
248	0.069216847
249	0.06892780469
250	0.06868428731
251	0.0683252413
252	0.06798124046
253	0.06764925771
254	0.06719348302
255	0.06678146874
256	0.0665353086
257	0.06618568366
258	0.06575763095
259	0.06539080363
260	0.06506398201
261	0.0648105468
262	0.06455495028
263	0.06434324605
264	0.06410798701
265	0.06392439675
266	0.06353938516
267	0.06328744615
268	0.06289820874
269	0.06257310935
270	0.06231586246
271	0.06205495425
272	0.06174924129
273	0.06147031884
274	0.06124343358
275	0.06089979342
276	0.0606098745
277	0.06035369396
278	0.05998048107
279	0.05974720699
280	0.05939771298
281	0.05916822765
282	0.0589651395
283	0.05866187772
284	0.05843842015
285	0.05822801666
286	0.05796673256
287	0.0577161945
288	0.05737827456
289	0.05715343385
290	0.05689919643
291	0.05663221096
292	0.05628501297
293	0.05600857477
294	0.05572261972
295	0.05548592732
296	0.05515617194
297	0.05487514858
298	0.05466230138
299	0.05455915896
300	0.05427200241
301	0.05401136001
302	0.05381573734
303	0.05355880162
304	0.05322488437
305	0.05298591457
306	0.05277676109
307	0.05248359041
308	0.0522390268
309	0.05198854932
310	0.05179967521
311	0.05159798519
312	0.05135682586
313	0.05119528796
314	0.05099829943
315	0.05084842005
316	0.05062362576
317	0.05041460476
318	0.05016775302
319	0.04998656242
320	0.04978578634
321	0.04956623985
322	0.04934721956
323	0.04921723454
324	0.04905220941
325	0.0489098845
326	0.04877361972
327	0.04860616147
328	0.04840503225
329	0.04823738984
330	0.04804474513
331	0.04780018348
332	0.04760110423
333	0.04741749319
334	0.04724986724
335	0.04704836836
336	0.04683050387
337	0.04661560896
338	0.04646901643
339	0.04630880997
340	0.04617229551
341	0.04599494942
342	0.04583526739
343	0.04569272834
344	0.04558582028
345	0.04543416501
346	0.04529678344
347	0.04507609202
348	0.04492932196
349	0.04480880355
350	0.04470413234
351	0.04457611493
352	0.04440604105
353	0.04421262562
354	0.04398765249
355	0.04389900564
356	0.04369269983
357	0.04352842086
358	0.04337576585
359	0.04320353418
360	0.04304668986
361	0.0428921826
362	0.04277899485
363	0.042670363
364	0.04248343989
365	0.0423807771
366	0.04217518001
367	0.04209948909
368	0.04193949092
369	0.04181455123
370	0.04165137509
371	0.04148715816
372	0.04139401629
373	0.04125176146
374	0.04111776297
375	0.04096750582
376	0.04082128321
377	0.04071413223
378	0.04059500405
379	0.04046600974
380	0.04033032486
381	0.0401281921
382	0.04000602865
383	0.03983788617
384	0.03974538712
385	0.03963938202
386	0.03946373959
387	0.03934955373
388	0.03918526859
389	0.03898270226
390	0.03883737587
391	0.03868811704
392	0.03854413995
393	0.03843386509
394	0.03830911044
395	0.0382249543
396	0.0381378477
397	0.03805783489
398	0.03787308206
399	0.03776581899
400	0.03767358561
401	0.03757495986
402	0.03745268596
403	0.03731500821
404	0.03720237988
405	0.03710345917
406	0.03695754938
407	0.0368664376
408	0.0367515744
409	0.03664576478
410	0.0365451938
411	0.03644782106
412	0.03630667828
413	0.0361817172
414	0.03610682707
415	0.03600914741
416	0.0359036776
417	0.03578686423
418	0.03565285644
419	0.03556673541
420	0.0354913448
421	0.03536010245
422	0.03524163083
423	0.03515001001
424	0.03502594073
425	0.03490430935
426	0.03479541242
427	0.03470710597
428	0.03463024841
429	0.0345523229
430	0.03441792564
431	0.03432222525
432	0.03422684858
433	0.03410747872
434	0.03402882331
435	0.03392771126
436	0.03384938342
437	0.03376374521
438	0.03368917904
439	0.03356916792
440	0.03344112817
441	0.03333523521
442	0.03320808796
443	0.03310713123
444	0.03302496652
445	0.03292805163
446	0.03285438733
447	0.03277717786
448	0.03271142647
449	0.03261234931
450	0.03254833879
451	0.03247652959
452	0.03242508857
453	0.03233329974
454	0.03221265284
455	0.03215161096
456	0.03203423058
457	0.03191821595
458	0.03184456437
459	0.03174887237
460	0.03165440232
461	0.03156128771
462	0.03144724728
463	0.03135974712
464	0.03126318024
465	0.03115994904
466	0.03105336793
467	0.03095236468
468	0.03083141988
469	0.03074227306
470	0.03066861902
471	0.0305488079
472	0.03049629431
473	0.03042745992
474	0.030353744
475	0.03027863573
476	0.03021851363
477	0.03011854605
478	0.03004584191
479	0.02999117756
480	0.02991012172
481	0.02983665416
482	0.02975308781
483	0.02967568484
484	0.02953389352
485	0.02945380724
486	0.0293791299
487	0.02926777019
488	0.02914690116
489	0.02910404493
490	0.02905348069
491	0.02892075215
492	0.02885551216
493	0.02879929872
494	0.02866795783
495	0.02858313037
496	0.02851985546
497	0.0284527495
498	0.02834536322
499	0.02823818559
500	0.02818218265
501	0.02808766696
502	0.0280165732
503	0.0279403651
504	0.02789648308
505	0.02777282884
506	0.0277009553
507	0.02761591777
508	0.02754319055
509	0.02747007274
510	0.02738445921
511	0.02731570179
512	0.02719841348
513	0.02711469511
514	0.02704974525
515	0.02698649137
516	0.02692515042
517	0.02682660136
518	0.02674241603
519	0.02667370569
520	0.02659782687
521	0.02654255466
522	0.02643792668
523	0.02635386016
524	0.02627629447
525	0.02621447212
526	0.02615578964
527	0.02606533491
528	0.02599354429
529	0.02593322529
530	0.02587662775
531	0.02579017197
532	0.02570716035
533	0.02565249558
534	0.02555672045
535	0.02548924392
536	0.02543194494
537	0.02535671169
538	0.02528047401
539	0.02520520652
540	0.02512354566
541	0.02504609665
542	0.02494350997
543	0.02490173724
544	0.02486282214
545	0.02481856118
546	0.02475602189
547	0.02469593184
548	0.02463453768
549	0.02456579979
550	0.02450475045
551	0.02443167908
552	0.02437768082
553	0.02434948825
554	0.02426542949
555	0.0241876816
556	0.02411890983
557	0.02405872814
558	0.02398726741
559	0.02392429844
560	0.02384234318
561	0.02379963155
562	0.02374049677
563	0.02368570043
564	0.02363543841
565	0.02357666147
566	0.02348008171
567	0.02343746654
568	0.02338698251
569	0.02333601517
570	0.02326863964
571	0.02323900837
572	0.02317794083
573	0.02312044302
574	0.0230635035
575	0.02298919471
576	0.02294071106
577	0.02288324191
578	0.02282828245
579	0.02278215295
580	0.02272466418
581	0.02265857055
582	0.02264116011
583	0.02260897529
584	0.02253261013
585	0.02247953235
586	0.02242860005
587	0.02238533252
588	0.02234553352
589	0.02228604645
590	0.02222548824
591	0.02218677621
592	0.02213556259
593	0.02206391449
594	0.02199586267
595	0.0219390377
596	0.02188844747
597	0.02183641092
598	0.02176856062
599	0.02171521487
600	0.02166624048
601	0.02161555446
602	0.02157257037
603	0.02150170884
604	0.02143917541
605	0.02139915921
606	0.0213364895
607	0.02128451168
608	0.02125823721
609	0.02123875119
610	0.02120786765
611	0.02116752996
612	0.0211288583
613	0.02107642559
614	0.02101774607
615	0.02095440125
616	0.02092897552
617	0.02088815221
618	0.02083087316
619	0.02078127139
620	0.02074509884
621	0.02068464434
622	0.0206568861
623	0.02062311029
624	0.02056210869
625	0.02052267173
626	0.02047090754
627	0.02040694785
628	0.02037538105
629	0.02033872262
630	0.02031347767
631	0.02028952862
632	0.02025962814
633	0.02021037513
634	0.02015751191
635	0.02010871301
636	0.02006002383
637	0.02000675271
638	0.01996717535
639	0.01992915102
640	0.01989535792
641	0.01986527201
642	0.01981526796
643	0.01975049232
644	0.01971645383
645	0.0196723987
646	0.01962754447
647	0.01958261051
648	0.01956742827
649	0.01952479752
650	0.01947488863
651	0.01944279335
652	0.01940526435
653	0.01935240677
654	0.01931641673
655	0.01925719811
656	0.01924406089
657	0.0192101336
658	0.01918861981
659	0.01912578078
660	0.01909399301
661	0.01904154652
662	0.01900491862
663	0.01896595386
664	0.0189300755
665	0.01888732253
666	0.01883886539
667	0.01880589705
668	0.01876295263
669	0.01871314781
670	0.01869131454
671	0.01863696341
672	0.01860788489
673	0.01855240498
674	0.01851709846
675	0.01848464922
676	0.01843555374
677	0.01840196436
678	0.01836113021
679	0.01832884617
680	0.01829412548
681	0.01824706928
682	0.01821210884
683	0.01818779874
684	0.01814085098
685	0.01810146641
686	0.01804256792
687	0.01801390624
688	0.01799005812
689	0.0179529952
690	0.01790196809
691	0.01786831879
692	0.01781889502
693	0.01776618118
694	0.01771146706
695	0.0176715566
696	0.01762340778
697	0.01757873475
698	0.01753541169
699	0.01751123244
700	0.0174728356
701	0.01743920082
702	0.0173916858
703	0.0173472061
704	0.01730079659
705	0.01726290681
706	0.01723169957
707	0.01720806061
708	0.01718374091
709	0.01714252755
710	0.0171065183
711	0.01706835178
712	0.01703146895
713	0.01699880612
714	0.01694976893
715	0.01691461905
716	0.01688090962
717	0.01684984701
718	0.01681789251
719	0.01677319511
720	0.01672933914
721	0.01669814863
722	0.01668111033
723	0.01662502063
724	0.01659269843
725	0.01656266361
726	0.01652153111
727	0.01649401006
728	0.01645628094
729	0.01640700112
730	0.0163747313
731	0.01634338634
732	0.0163000421
733	0.01626616933
734	0.01623594233
735	0.01619704714
736	0.01615231303
737	0.0161165025
738	0.01608908978
739	0.01605598575
740	0.01601960197
741	0.01598726762
742	0.01593887846
743	0.01591216639
744	0.0158703354
745	0.01583481646
746	0.01581104785
747	0.01577427911
748	0.01573587225
749	0.01569661382
750	0.01566129354
751	0.01563123222
752	0.01560118479
753	0.01557205557
754	0.01556070974
755	0.01552889479
756	0.01549591672
757	0.01543548624
758	0.01541211306
759	0.01538395065
760	0.01534436735
761	0.01531066169
762	0.01526121545
763	0.01522276445
764	0.01518947111
765	0.01515416645
766	0.01511669315
767	0.01511173678
768	0.01508716591
769	0.01505303989
770	0.01501104918
771	0.01497789583
772	0.01495649115
773	0.01493807717
774	0.01490955567
775	0.01488439108
776	0.01484831942
777	0.01482507533
778	0.01480107338
779	0.0147850605
780	0.01477748006
781	0.01475252621
782	0.01472056574
783	0.01469418874
784	0.01465745897
785	0.01461986069
786	0.01458272407
787	0.01454766424
788	0.01450682581
789	0.01448131265
790	0.0144563856
791	0.01443560528
792	0.01440602917
793	0.01438466707
794	0.01435083716
795	0.01432252644
796	0.01427818332
797	0.01424508806
798	0.01422143685
799	0.01418437678
800	0.01417801043
801	0.01416245163
802	0.01413368603
803	0.01410584087
804	0.01407822756
805	0.01405740422
806	0.01402297803
807	0.01400495192
808	0.01396139707
809	0.01393141137
810	0.01390783148
811	0.01388215247
812	0.01384487815
813	0.01382267162
814	0.01377967652
815	0.01375187193
816	0.01371828899
817	0.0136969219
818	0.01366673186
819	0.01364558927
820	0.01361959947
821	0.01359002377
822	0.01356465482
823	0.01354915311
824	0.01352407422
825	0.01349856287
826	0.01348215523
827	0.01347350509
828	0.01343602925
829	0.01342329185
830	0.0133921567
831	0.01336018726
832	0.01335054598
833	0.01333151628
834	0.01330151138
835	0.01328478766
836	0.01325338542
837	0.01323253931
838	0.0132028074
839	0.01318122249
840	0.01314123408
841	0.01311971637
842	0.01307707793
843	0.01305190359
844	0.01302291402
845	0.0129893263
846	0.01296172568
847	0.01295465723
848	0.01293075209
849	0.01290572834
850	0.01288238331
851	0.01287164879
852	0.01284956212
853	0.0128335814
854	0.01280244612
855	0.01278751618
856	0.01276068828
857	0.01273346643
858	0.01269926116
859	0.01267281566
860	0.01263469415
861	0.01260796361
862	0.01258726248
863	0.01256270496
864	0.01254845032
865	0.01252284975
866	0.01252071109
867	0.01248709
868	0.01245074328
869	0.01244653828
870	0.01244532716
871	0.0124260404
872	0.01240564491
873	0.01238388634
874	0.01236244905
875	0.01236090621
876	0.01234170923
877	0.01231978992
878	0.01230277716
879	0.01227480764
880	0.01226648087
881	0.01224433318
882	0.01222701422
883	0.01219945116
884	0.01216907457
885	0.01215053019
886	0.01214348924
887	0.01212771709
888	0.01211272328
889	0.01209702302
890	0.01208497429
891	0.0120545711
892	0.01203921577
893	0.01202324777
894	0.01200910332
895	0.01200014726
896	0.0119954894
897	0.01199167188
898	0.01198912238
899	0.01195350702
900	0.01192331041
901	0.01192113924
902	0.01189334521
903	0.01187721809
904	0.01186095401
905	0.01184597601
906	0.01182215948
907	0.01181451407
908	0.01178784798
909	0.0117628765
910	0.01175932051
911	0.01173525348
912	0.01170396401
913	0.01168977677
914	0.01167223615
915	0.01167102839
916	0.01165448225
917	0.01164333948
918	0.01162655023
919	0.0116038561
920	0.01158553585
921	0.01156367797
922	0.01153340361
923	0.01153193172
924	0.01152082709
925	0.0115016884
926	0.01147866797
927	0.0114694466
928	0.01145125689
929	0.01143089813
930	0.01140797713
931	0.01138014715
932	0.01136229905
933	0.01134174251
934	0.0113405676
935	0.01132583094
936	0.01130766949
937	0.01129763417
938	0.01128495197
939	0.0112616148
940	0.01125211215
941	0.0112315704
942	0.01121449495
943	0.01121311072
944	0.01120129516
945	0.0111878995
946	0.01117115794
947	0.0111531941
948	0.01115000754
949	0.01112564343
950	0.01112381516
951	0.0111224466
952	0.01111422104
953	0.01109178154
954	0.01109124873
955	0.01108976673
956	0.0110733621
957	0.01107089436
958	0.01106398209
959	0.01106131228
960	0.01104788156
961	0.0110247507
962	0.01100472155
963	0.01099316189
964	0.01098097714
965	0.01097425071
966	0.01095533901
967	0.01095218774
968	0.01095211313
969	0.01094061851
970	0.01092236113
971	0.0109133028
972	0.01091206447
973	0.01090442713
974	0.01089625539
975	0.01088622554
976	0.01086930932
977	0.01085928712
978	0.01084842748
979	0.01084667912
980	0.01083492538
981	0.01081583211
982	0.01081411953
983	0.01080185055
984	0.01079966672
985	0.01077141929
986	0.01077001452
987	0.01076852357
988	0.01075132766
989	0.01075019864
990	0.0107415003
991	0.0107228398
992	0.01070640644
993	0.01070510504
994	0.01068427986
995	0.01067058706
996	0.01067039415
997	0.01064879721
998	0.01063241413
999	0.01061676986
