Date,Status,X,Y,Z,Source,Time,SessionTime
2023-09-16 14:07:29.233,OnTrack,-9983.0,-1384.0,214.0,pos,0 days 00:01:05.652000,0 days 01:22:28.594000
2023-09-16 14:07:29.453,OnTrack,-9919.0,-1162.0,208.0,pos,0 days 00:01:05.872000,0 days 01:22:28.814000
2023-09-16 14:07:29.833,OnTrack,-9852.0,-952.0,204.0,pos,0 days 00:01:06.252000,0 days 01:22:29.194000
2023-09-16 14:07:30.073,OnTrack,-9792.0,-772.0,201.0,pos,0 days 00:01:06.492000,0 days 01:22:29.434000
2023-09-16 14:07:30.253,OnTrack,-9746.0,-642.0,199.0,pos,0 days 00:01:06.672000,0 days 01:22:29.614000
2023-09-16 14:07:30.373,OnTrack,-9717.0,-562.0,198.0,pos,0 days 00:01:06.792000,0 days 01:22:29.734000
2023-09-16 14:07:30.673,OnTrack,-9650.0,-383.0,197.0,pos,0 days 00:01:07.092000,0 days 01:22:30.034000
2023-09-16 14:07:30.893,OnTrack,-9590.0,-229.0,196.0,pos,0 days 00:01:07.312000,0 days 01:22:30.254000
2023-09-16 14:07:31.233,OnTrack,-9549.0,-134.0,195.0,pos,0 days 00:01:07.652000,0 days 01:22:30.594000
2023-09-16 14:07:31.573,OnTrack,-9477.0,2.0,195.0,pos,0 days 00:01:07.992000,0 days 01:22:30.934000
2023-09-16 14:07:31.913,OnTrack,-9405.0,80.0,195.0,pos,0 days 00:01:08.332000,0 days 01:22:31.274000
2023-09-16 14:07:32.393,OnTrack,-9329.0,119.0,195.0,pos,0 days 00:01:08.812000,0 days 01:22:31.754000
2023-09-16 14:07:32.533,OnTrack,-9295.0,126.0,194.0,pos,0 days 00:01:08.952000,0 days 01:22:31.894000
2023-09-16 14:07:32.713,OnTrack,-9250.0,128.0,194.0,pos,0 days 00:01:09.132000,0 days 01:22:32.074000
2023-09-16 14:07:32.893,OnTrack,-9207.0,123.0,193.0,pos,0 days 00:01:09.312000,0 days 01:22:32.254000
2023-09-16 14:07:33.193,OnTrack,-9137.0,101.0,193.0,pos,0 days 00:01:09.612000,0 days 01:22:32.554000
2023-09-16 14:07:33.313,OnTrack,-9109.0,89.0,193.0,pos,0 days 00:01:09.732000,0 days 01:22:32.674000
2023-09-16 14:07:33.613,OnTrack,-9040.0,50.0,192.0,pos,0 days 00:01:10.032000,0 days 01:22:32.974000
2023-09-16 14:07:34.592,OnTrack,-8787.0,-145.0,190.0,pos,0 days 00:01:11.011000,0 days 01:22:33.953000
2023-09-16 14:07:34.772,OnTrack,-8733.0,-191.0,190.0,pos,0 days 00:01:11.191000,0 days 01:22:34.133000
2023-09-16 14:07:35.052,OnTrack,-8642.0,-270.0,189.0,pos,0 days 00:01:11.471000,0 days 01:22:34.413000
2023-09-16 14:07:35.212,OnTrack,-8587.0,-319.0,189.0,pos,0 days 00:01:11.631000,0 days 01:22:34.573000
2023-09-16 14:07:35.512,OnTrack,-8481.0,-418.0,189.0,pos,0 days 00:01:11.931000,0 days 01:22:34.873000
2023-09-16 14:07:35.733,OnTrack,-8370.0,-525.0,189.0,pos,0 days 00:01:12.152000,0 days 01:22:35.094000
2023-09-16 14:07:36.053,OnTrack,-8282.0,-610.0,188.0,pos,0 days 00:01:12.472000,0 days 01:22:35.414000
2023-09-16 14:07:36.213,OnTrack,-8215.0,-671.0,188.0,pos,0 days 00:01:12.632000,0 days 01:22:35.574000
2023-09-16 14:07:36.493,OnTrack,-8103.0,-773.0,189.0,pos,0 days 00:01:12.912000,0 days 01:22:35.854000
2023-09-16 14:07:36.713,OnTrack,-8004.0,-861.0,189.0,pos,0 days 00:01:13.132000,0 days 01:22:36.074000
2023-09-16 14:07:36.893,OnTrack,-7919.0,-932.0,190.0,pos,0 days 00:01:13.312000,0 days 01:22:36.254000
2023-09-16 14:07:37.193,OnTrack,-7770.0,-1050.0,192.0,pos,0 days 00:01:13.612000,0 days 01:22:36.554000
2023-09-16 14:07:37.393,OnTrack,-7664.0,-1125.0,192.0,pos,0 days 00:01:13.812000,0 days 01:22:36.754000
2023-09-16 14:07:37.493,OnTrack,-7531.0,-1210.0,195.0,pos,0 days 00:01:13.912000,0 days 01:22:36.854000
2023-09-16 14:07:37.913,OnTrack,-7363.0,-1296.0,196.0,pos,0 days 00:01:14.332000,0 days 01:22:37.274000
2023-09-16 14:07:38.073,OnTrack,-7262.0,-1337.0,197.0,pos,0 days 00:01:14.492000,0 days 01:22:37.434000
2023-09-16 14:07:39.073,OnTrack,-6529.0,-1455.0,199.0,pos,0 days 00:01:15.492000,0 days 01:22:38.434000
2023-09-16 14:07:39.233,OnTrack,-6412.0,-1462.0,199.0,pos,0 days 00:01:15.652000,0 days 01:22:38.594000
2023-09-16 14:07:39.513,OnTrack,-6207.0,-1475.0,197.0,pos,0 days 00:01:15.932000,0 days 01:22:38.874000
2023-09-16 14:07:39.793,OnTrack,-5894.0,-1496.0,195.0,pos,0 days 00:01:16.212000,0 days 01:22:39.154000
2023-09-16 14:07:40.213,OnTrack,-5623.0,-1514.0,194.0,pos,0 days 00:01:16.632000,0 days 01:22:39.574000
2023-09-16 14:07:40.492,OnTrack,-5470.0,-1524.0,193.0,pos,0 days 00:01:16.911000,0 days 01:22:39.853000
2023-09-16 14:07:40.832,OnTrack,-5101.0,-1548.0,193.0,pos,0 days 00:01:17.251000,0 days 01:22:40.193000
2023-09-16 14:07:41.252,OnTrack,-4883.0,-1562.0,192.0,pos,0 days 00:01:17.671000,0 days 01:22:40.613000
2023-09-16 14:07:41.432,OnTrack,-4743.0,-1570.0,191.0,pos,0 days 00:01:17.851000,0 days 01:22:40.793000
2023-09-16 14:07:41.612,OnTrack,-4601.0,-1577.0,192.0,pos,0 days 00:01:18.031000,0 days 01:22:40.973000
2023-09-16 14:07:41.852,OnTrack,-4412.0,-1586.0,191.0,pos,0 days 00:01:18.271000,0 days 01:22:41.213000
2023-09-16 14:07:42.092,OnTrack,-4127.0,-1596.0,192.0,pos,0 days 00:01:18.511000,0 days 01:22:41.453000
2023-09-16 14:07:42.433,OnTrack,-3935.0,-1599.0,193.0,pos,0 days 00:01:18.852000,0 days 01:22:41.794000
2023-09-16 14:07:42.733,OnTrack,-3615.0,-1607.0,192.0,pos,0 days 00:01:19.152000,0 days 01:22:42.094000
2023-09-16 14:07:43.153,OnTrack,-3374.0,-1613.0,191.0,pos,0 days 00:01:19.572000,0 days 01:22:42.514000
2023-09-16 14:07:43.313,OnTrack,-3251.0,-1617.0,191.0,pos,0 days 00:01:19.732000,0 days 01:22:42.674000
2023-09-16 14:07:43.533,OnTrack,-3133.0,-1624.0,190.0,pos,0 days 00:01:19.952000,0 days 01:22:42.894000
2023-09-16 14:07:43.753,OnTrack,-2961.0,-1636.0,189.0,pos,0 days 00:01:20.172000,0 days 01:22:43.114000
2023-09-16 14:07:44.193,OnTrack,-2789.0,-1653.0,189.0,pos,0 days 00:01:20.612000,0 days 01:22:43.554000
2023-09-16 14:07:44.393,OnTrack,-2708.0,-1667.0,189.0,pos,0 days 00:01:20.812000,0 days 01:22:43.754000
2023-09-16 14:07:44.553,OnTrack,-2652.0,-1682.0,190.0,pos,0 days 00:01:20.972000,0 days 01:22:43.914000
2023-09-16 14:07:44.713,OnTrack,-2603.0,-1701.0,190.0,pos,0 days 00:01:21.132000,0 days 01:22:44.074000
2023-09-16 14:07:44.893,OnTrack,-2555.0,-1730.0,190.0,pos,0 days 00:01:21.312000,0 days 01:22:44.254000
2023-09-16 14:07:45.093,OnTrack,-2513.0,-1774.0,190.0,pos,0 days 00:01:21.512000,0 days 01:22:44.454000
2023-09-16 14:07:45.393,OnTrack,-2474.0,-1858.0,190.0,pos,0 days 00:01:21.812000,0 days 01:22:44.754000
2023-09-16 14:07:45.493,OnTrack,-2465.0,-1889.0,190.0,pos,0 days 00:01:21.912000,0 days 01:22:44.854000
2023-09-16 14:07:45.813,OnTrack,-2429.0,-2032.0,189.0,pos,0 days 00:01:22.232000,0 days 01:22:45.174000
2023-09-16 14:07:46.253,OnTrack,-2394.0,-2128.0,188.0,pos,0 days 00:01:22.672000,0 days 01:22:45.614000
2023-09-16 14:07:46.473,OnTrack,-2359.0,-2201.0,188.0,pos,0 days 00:01:22.892000,0 days 01:22:45.834000
2023-09-16 14:07:46.673,OnTrack,-2321.0,-2265.0,188.0,pos,0 days 00:01:23.092000,0 days 01:22:46.034000
2023-09-16 14:07:46.853,OnTrack,-2283.0,-2319.0,187.0,pos,0 days 00:01:23.272000,0 days 01:22:46.214000
2023-09-16 14:07:47.092,OnTrack,-2226.0,-2385.0,187.0,pos,0 days 00:01:23.511000,0 days 01:22:46.453000
2023-09-16 14:07:47.272,OnTrack,-2175.0,-2429.0,187.0,pos,0 days 00:01:23.691000,0 days 01:22:46.633000
2023-09-16 14:07:47.492,OnTrack,-2106.0,-2477.0,187.0,pos,0 days 00:01:23.911000,0 days 01:22:46.853000
2023-09-16 14:07:47.572,OnTrack,-2079.0,-2492.0,187.0,pos,0 days 00:01:23.991000,0 days 01:22:46.933000
2023-09-16 14:07:47.832,OnTrack,-1981.0,-2534.0,187.0,pos,0 days 00:01:24.251000,0 days 01:22:47.193000
2023-09-16 14:07:47.992,OnTrack,-1917.0,-2554.0,187.0,pos,0 days 00:01:24.411000,0 days 01:22:47.353000
2023-09-16 14:07:48.232,OnTrack,-1745.0,-2588.0,187.0,pos,0 days 00:01:24.651000,0 days 01:22:47.593000
2023-09-16 14:07:48.592,OnTrack,-1638.0,-2600.0,186.0,pos,0 days 00:01:25.011000,0 days 01:22:47.953000
2023-09-16 14:07:48.933,OnTrack,-1431.0,-2610.0,185.0,pos,0 days 00:01:25.352000,0 days 01:22:48.294000
2023-09-16 14:07:49.193,OnTrack,-1283.0,-2611.0,185.0,pos,0 days 00:01:25.612000,0 days 01:22:48.554000
2023-09-16 14:07:49.513,OnTrack,-1107.0,-2612.0,185.0,pos,0 days 00:01:25.932000,0 days 01:22:48.874000
2023-09-16 14:07:49.713,OnTrack,-988.0,-2615.0,184.0,pos,0 days 00:01:26.132000,0 days 01:22:49.074000
2023-09-16 14:07:49.953,OnTrack,-767.0,-2622.0,185.0,pos,0 days 00:01:26.372000,0 days 01:22:49.314000
2023-09-16 14:07:50.233,OnTrack,-667.0,-2626.0,184.0,pos,0 days 00:01:26.652000,0 days 01:22:49.594000
2023-09-16 14:07:50.513,OnTrack,-486.0,-2636.0,183.0,pos,0 days 00:01:26.932000,0 days 01:22:49.874000
2023-09-16 14:07:50.813,OnTrack,-253.0,-2651.0,185.0,pos,0 days 00:01:27.232000,0 days 01:22:50.174000
2023-09-16 14:07:51.013,OnTrack,-118.0,-2660.0,186.0,pos,0 days 00:01:27.432000,0 days 01:22:50.374000
2023-09-16 14:07:51.213,OnTrack,58.0,-2671.0,186.0,pos,0 days 00:01:27.632000,0 days 01:22:50.574000
2023-09-16 14:07:51.493,OnTrack,210.0,-2674.0,186.0,pos,0 days 00:01:27.912000,0 days 01:22:50.854000
2023-09-16 14:07:51.713,OnTrack,355.0,-2665.0,187.0,pos,0 days 00:01:28.132000,0 days 01:22:51.074000
2023-09-16 14:07:51.893,OnTrack,466.0,-2644.0,187.0,pos,0 days 00:01:28.312000,0 days 01:22:51.254000
2023-09-16 14:07:52.153,OnTrack,671.0,-2554.0,187.0,pos,0 days 00:01:28.572000,0 days 01:22:51.514000
2023-09-16 14:07:52.653,OnTrack,843.0,-2402.0,188.0,pos,0 days 00:01:29.072000,0 days 01:22:52.014000
2023-09-16 14:07:52.773,OnTrack,935.0,-2285.0,189.0,pos,0 days 00:01:29.192000,0 days 01:22:52.134000
2023-09-16 14:07:53.153,OnTrack,997.0,-2188.0,189.0,pos,0 days 00:01:29.572000,0 days 01:22:52.514000
2023-09-16 14:07:53.453,OnTrack,1084.0,-2020.0,188.0,pos,0 days 00:01:29.872000,0 days 01:22:52.814000
2023-09-16 14:07:53.612,OnTrack,1120.0,-1925.0,188.0,pos,0 days 00:01:30.031000,0 days 01:22:52.973000
2023-09-16 14:07:53.872,OnTrack,1179.0,-1670.0,189.0,pos,0 days 00:01:30.291000,0 days 01:22:53.233000
2023-09-16 14:07:54.132,OnTrack,1188.0,-1591.0,189.0,pos,0 days 00:01:30.551000,0 days 01:22:53.493000
2023-09-16 14:07:54.392,OnTrack,1196.0,-1416.0,189.0,pos,0 days 00:01:30.811000,0 days 01:22:53.753000
2023-09-16 14:07:54.592,OnTrack,1192.0,-1261.0,189.0,pos,0 days 00:01:31.011000,0 days 01:22:53.953000
2023-09-16 14:07:54.772,OnTrack,1182.0,-1137.0,189.0,pos,0 days 00:01:31.191000,0 days 01:22:54.133000
2023-09-16 14:07:55.072,OnTrack,1145.0,-857.0,188.0,pos,0 days 00:01:31.491000,0 days 01:22:54.433000
2023-09-16 14:07:55.513,OnTrack,1102.0,-600.0,188.0,pos,0 days 00:01:31.932000,0 days 01:22:54.874000
2023-09-16 14:07:55.673,OnTrack,1066.0,-382.0,188.0,pos,0 days 00:01:32.092000,0 days 01:22:55.034000
