Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,year
0 days 01:15:12.467000,SAI,55,0 days 00:01:37.818000,18.0,6.0,,,0 days 00:00:26.775000,0 days 00:00:37.557000,0 days 00:00:33.486000,0 days 01:14:01.424000,0 days 01:14:38.981000,0 days 01:15:12.467000,316.0,286.0,267.0,307.0,True,SOFT,2.0,True,McLaren,0 days 01:13:34.649000,2019-09-21 13:58:35.753,1,,False,,False,True,2019
0 days 00:25:41.411000,HUL,27,0 days 00:01:39.915000,2.0,1.0,,,0 days 00:00:27.379000,0 days 00:00:38.381000,0 days 00:00:34.155000,0 days 00:24:28.875000,0 days 00:25:07.256000,0 days 00:25:41.411000,316.0,286.0,261.0,305.0,True,SOFT,2.0,True,Renault,0 days 00:24:01.496000,2019-09-21 13:09:02.600,1,,False,,False,True,2019
0 days 00:33:39.572000,HUL,27,0 days 00:01:39.001000,5.0,2.0,,,0 days 00:00:26.991000,0 days 00:00:38.099000,0 days 00:00:33.911000,0 days 00:32:27.562000,0 days 00:33:05.661000,0 days 00:33:39.572000,316.0,286.0,259.0,305.0,True,SOFT,2.0,True,Renault,0 days 00:32:00.571000,2019-09-21 13:17:01.675,1,,False,,False,True,2019
0 days 00:45:43.784000,HUL,27,0 days 00:01:38.580000,8.0,3.0,,,0 days 00:00:26.978000,0 days 00:00:37.932000,0 days 00:00:33.670000,0 days 00:44:32.182000,0 days 00:45:10.114000,0 days 00:45:43.784000,318.0,287.0,262.0,306.0,True,SOFT,2.0,True,Renault,0 days 00:44:05.204000,2019-09-21 13:29:06.308,1,,False,,False,True,2019
0 days 00:56:23.709000,HUL,27,0 days 00:01:38.766000,11.0,4.0,,,0 days 00:00:26.983000,0 days 00:00:38.028000,0 days 00:00:33.755000,0 days 00:55:11.926000,0 days 00:55:49.954000,0 days 00:56:23.709000,318.0,287.0,264.0,307.0,False,SOFT,2.0,True,Renault,0 days 00:54:44.943000,2019-09-21 13:39:46.047,1,,False,,False,True,2019
0 days 01:07:25.392000,HUL,27,0 days 00:01:39.610000,14.0,5.0,,,0 days 00:00:27.227000,0 days 00:00:38.468000,0 days 00:00:33.915000,0 days 01:06:13.009000,0 days 01:06:51.477000,0 days 01:07:25.392000,316.0,287.0,260.0,304.0,True,SOFT,5.0,False,Renault,0 days 01:05:45.782000,2019-09-21 13:50:46.886,1,,False,,False,True,2019
0 days 01:14:57.185000,HUL,27,0 days 00:01:38.264000,17.0,6.0,,,0 days 00:00:26.937000,0 days 00:00:37.723000,0 days 00:00:33.604000,0 days 01:13:45.858000,0 days 01:14:23.581000,0 days 01:14:57.185000,316.0,287.0,262.0,306.0,True,SOFT,2.0,True,Renault,0 days 01:13:18.921000,2019-09-21 13:58:20.025,1,,False,,False,True,2019
0 days 00:21:18.575000,NOR,4,0 days 00:01:39.159000,2.0,1.0,,,0 days 00:00:27.184000,0 days 00:00:38.221000,0 days 00:00:33.754000,0 days 00:20:06.600000,0 days 00:20:44.821000,0 days 00:21:18.575000,315.0,285.0,263.0,304.0,True,SOFT,2.0,True,McLaren,0 days 00:19:39.416000,2019-09-21 13:04:40.520,1,,False,,False,True,2019
0 days 00:25:27.928000,NOR,4,0 days 00:01:39.599000,4.0,1.0,,,0 days 00:00:27.095000,0 days 00:00:38.417000,0 days 00:00:34.087000,0 days 00:24:15.424000,0 days 00:24:53.841000,0 days 00:25:27.928000,315.0,285.0,263.0,305.0,False,SOFT,4.0,True,McLaren,0 days 00:23:48.329000,2019-09-21 13:08:49.433,1,,False,,False,True,2019
0 days 00:33:47.621000,NOR,4,0 days 00:01:38.606000,7.0,2.0,,,0 days 00:00:26.941000,0 days 00:00:37.973000,0 days 00:00:33.692000,0 days 00:32:35.956000,0 days 00:33:13.929000,0 days 00:33:47.621000,315.0,285.0,264.0,305.0,True,SOFT,2.0,True,McLaren,0 days 00:32:09.015000,2019-09-21 13:17:10.119,1,,False,,False,True,2019
0 days 00:45:16.401000,NOR,4,0 days 00:01:37.572000,10.0,3.0,,,0 days 00:00:26.756000,0 days 00:00:37.617000,0 days 00:00:33.199000,0 days 00:44:05.585000,0 days 00:44:43.202000,0 days 00:45:16.401000,315.0,285.0,266.0,305.0,True,SOFT,2.0,True,McLaren,0 days 00:43:38.829000,2019-09-21 13:28:39.933,1,,False,,False,True,2019
0 days 01:07:02.115000,NOR,4,0 days 00:01:38.723000,15.0,5.0,,,0 days 00:00:27.046000,0 days 00:00:38.242000,0 days 00:00:33.435000,0 days 01:05:50.438000,0 days 01:06:28.680000,0 days 01:07:02.115000,315.0,284.0,267.0,305.0,True,SOFT,4.0,False,McLaren,0 days 01:05:23.392000,2019-09-21 13:50:24.496,1,,False,,False,True,2019
0 days 01:15:35.680000,NOR,4,0 days 00:01:38.329000,18.0,6.0,,,0 days 00:00:26.766000,0 days 00:00:37.711000,0 days 00:00:33.852000,0 days 01:14:24.117000,0 days 01:15:01.828000,0 days 01:15:35.680000,317.0,285.0,265.0,306.0,True,SOFT,2.0,True,McLaren,0 days 01:13:57.351000,2019-09-21 13:58:58.455,1,,False,,False,True,2019
0 days 00:20:30.173000,PER,11,0 days 00:01:40.326000,2.0,1.0,,,0 days 00:00:27.294000,0 days 00:00:38.831000,0 days 00:00:34.201000,0 days 00:19:17.141000,0 days 00:19:55.972000,0 days 00:20:30.173000,316.0,284.0,258.0,303.0,True,SOFT,2.0,True,Racing Point,0 days 00:18:49.847000,2019-09-21 13:03:50.951,1,,False,,False,True,2019
0 days 00:22:59.983000,PER,11,0 days 00:02:29.810000,3.0,1.0,,,0 days 00:00:33.732000,0 days 00:00:54.601000,0 days 00:01:01.477000,0 days 00:21:03.905000,0 days 00:21:58.506000,0 days 00:22:59.983000,260.0,185.0,253.0,292.0,False,SOFT,3.0,True,Racing Point,0 days 00:20:30.173000,2019-09-21 13:05:31.277,1,,False,,False,True,2019
0 days 00:24:39.978000,PER,11,0 days 00:01:39.995000,4.0,1.0,,,0 days 00:00:27.422000,0 days 00:00:38.724000,0 days 00:00:33.849000,0 days 00:23:27.405000,0 days 00:24:06.129000,0 days 00:24:39.978000,312.0,280.0,260.0,301.0,True,SOFT,4.0,True,Racing Point,0 days 00:22:59.983000,2019-09-21 13:08:01.087,1,,False,,False,True,2019
0 days 00:34:32.820000,PER,11,0 days 00:01:39.909000,7.0,2.0,,,0 days 00:00:27.213000,0 days 00:00:38.342000,0 days 00:00:34.354000,0 days 00:33:20.124000,0 days 00:33:58.466000,0 days 00:34:32.820000,317.0,285.0,262.0,302.0,True,SOFT,2.0,True,Racing Point,0 days 00:32:52.911000,2019-09-21 13:17:54.015,1,,False,,False,True,2019
0 days 00:45:56.995000,PER,11,0 days 00:01:38.754000,10.0,3.0,,,0 days 00:00:27.080000,0 days 00:00:38.159000,0 days 00:00:33.515000,0 days 00:44:45.321000,0 days 00:45:23.480000,0 days 00:45:56.995000,316.0,284.0,263.0,304.0,True,SOFT,2.0,True,Racing Point,0 days 00:44:18.241000,2019-09-21 13:29:19.345,1,,False,,False,True,2019
0 days 00:55:35.776000,PER,11,0 days 00:01:38.620000,13.0,4.0,,,0 days 00:00:27.036000,0 days 00:00:38.021000,0 days 00:00:33.563000,0 days 00:54:24.192000,0 days 00:55:02.213000,0 days 00:55:35.776000,316.0,284.0,263.0,303.0,True,SOFT,2.0,True,Racing Point,0 days 00:53:57.156000,2019-09-21 13:38:58.260,1,,False,,False,True,2019
0 days 00:20:21.610000,GIO,99,0 days 00:01:40.029000,2.0,1.0,,,0 days 00:00:27.367000,0 days 00:00:38.445000,0 days 00:00:34.217000,0 days 00:19:08.948000,0 days 00:19:47.393000,0 days 00:20:21.610000,313.0,285.0,259.0,303.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:18:41.581000,2019-09-21 13:03:42.685,1,,False,,False,True,2019
0 days 00:22:47.599000,GIO,99,0 days 00:02:25.989000,3.0,1.0,,,0 days 00:00:41.257000,0 days 00:00:52.652000,0 days 00:00:52.080000,0 days 00:21:02.867000,0 days 00:21:55.519000,0 days 00:22:47.599000,245.0,218.0,258.0,188.0,False,SOFT,3.0,True,Alfa Romeo Racing,0 days 00:20:21.610000,2019-09-21 13:05:22.714,1,,False,,False,True,2019
0 days 00:24:27.544000,GIO,99,0 days 00:01:39.945000,4.0,1.0,,,0 days 00:00:27.228000,0 days 00:00:38.424000,0 days 00:00:34.293000,0 days 00:23:14.827000,0 days 00:23:53.251000,0 days 00:24:27.544000,313.0,284.0,261.0,303.0,True,SOFT,4.0,True,Alfa Romeo Racing,0 days 00:22:47.599000,2019-09-21 13:07:48.703,1,,False,,False,True,2019
0 days 00:33:58.602000,GIO,99,0 days 00:01:39.272000,7.0,2.0,,,0 days 00:00:27.047000,0 days 00:00:38.290000,0 days 00:00:33.935000,0 days 00:32:46.377000,0 days 00:33:24.667000,0 days 00:33:58.602000,315.0,285.0,263.0,304.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:32:19.330000,2019-09-21 13:17:20.434,1,,False,,False,True,2019
0 days 00:46:08.591000,GIO,99,0 days 00:01:38.697000,10.0,3.0,,,0 days 00:00:26.959000,0 days 00:00:37.967000,0 days 00:00:33.771000,0 days 00:44:56.853000,0 days 00:45:34.820000,0 days 00:46:08.591000,315.0,285.0,264.0,305.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:44:29.894000,2019-09-21 13:29:30.998,1,,False,,False,True,2019
0 days 00:55:55.116000,GIO,99,0 days 00:01:38.881000,13.0,4.0,,,0 days 00:00:27.092000,0 days 00:00:38.039000,0 days 00:00:33.750000,0 days 00:54:43.327000,0 days 00:55:21.366000,0 days 00:55:55.116000,315.0,286.0,263.0,304.0,False,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:54:16.235000,2019-09-21 13:39:17.339,1,,False,,False,True,2019
0 days 00:24:16.971000,GAS,10,0 days 00:01:39.085000,2.0,1.0,,,0 days 00:00:27.303000,0 days 00:00:38.062000,0 days 00:00:33.720000,0 days 00:23:05.189000,0 days 00:23:43.251000,0 days 00:24:16.971000,308.0,280.0,259.0,298.0,True,SOFT,2.0,True,Toro Rosso,0 days 00:22:37.886000,2019-09-21 13:07:38.990,1,,False,,False,True,2019
0 days 00:34:04.188000,GAS,10,0 days 00:01:39.439000,5.0,2.0,,,0 days 00:00:27.206000,0 days 00:00:38.238000,0 days 00:00:33.995000,0 days 00:32:51.955000,0 days 00:33:30.193000,0 days 00:34:04.188000,312.0,282.0,255.0,302.0,False,SOFT,2.0,True,Toro Rosso,0 days 00:32:24.749000,2019-09-21 13:17:25.853,1,,False,,False,True,2019
0 days 00:45:30.627000,GAS,10,0 days 00:01:38.699000,8.0,3.0,,,0 days 00:00:27.201000,0 days 00:00:38.064000,0 days 00:00:33.434000,0 days 00:44:19.129000,0 days 00:44:57.193000,0 days 00:45:30.627000,311.0,282.0,258.0,302.0,True,SOFT,2.0,True,Toro Rosso,0 days 00:43:51.928000,2019-09-21 13:28:53.032,1,,False,,False,True,2019
0 days 00:56:02.657000,GAS,10,0 days 00:01:38.952000,11.0,4.0,,,0 days 00:00:27.450000,0 days 00:00:37.876000,0 days 00:00:33.626000,0 days 00:54:51.155000,0 days 00:55:29.031000,0 days 00:56:02.657000,311.0,283.0,257.0,302.0,False,SOFT,2.0,True,Toro Rosso,0 days 00:54:23.705000,2019-09-21 13:39:24.809,1,,False,,False,True,2019
0 days 00:20:17.791000,RAI,7,0 days 00:01:40.255000,2.0,1.0,,,0 days 00:00:27.368000,0 days 00:00:38.537000,0 days 00:00:34.350000,0 days 00:19:04.904000,0 days 00:19:43.441000,0 days 00:20:17.791000,309.0,282.0,257.0,300.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:18:37.536000,2019-09-21 13:03:38.640,1,,False,,False,True,2019
0 days 00:22:42.807000,RAI,7,0 days 00:02:25.016000,3.0,1.0,,,0 days 00:00:37.900000,0 days 00:00:55.016000,0 days 00:00:52.100000,0 days 00:20:55.691000,0 days 00:21:50.707000,0 days 00:22:42.807000,212.0,221.0,255.0,198.0,False,SOFT,3.0,True,Alfa Romeo Racing,0 days 00:20:17.791000,2019-09-21 13:05:18.895,1,,False,,False,True,2019
0 days 00:24:23.521000,RAI,7,0 days 00:01:40.714000,4.0,1.0,,,0 days 00:00:27.429000,0 days 00:00:38.439000,0 days 00:00:34.846000,0 days 00:23:10.236000,0 days 00:23:48.675000,0 days 00:24:23.521000,311.0,283.0,251.0,301.0,False,SOFT,4.0,True,Alfa Romeo Racing,0 days 00:22:42.807000,2019-09-21 13:07:43.911,1,,False,,False,True,2019
0 days 00:33:54.520000,RAI,7,0 days 00:01:39.454000,7.0,2.0,,,0 days 00:00:27.125000,0 days 00:00:38.271000,0 days 00:00:34.058000,0 days 00:32:42.191000,0 days 00:33:20.462000,0 days 00:33:54.520000,312.0,283.0,259.0,302.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:32:15.066000,2019-09-21 13:17:16.170,1,,False,,False,True,2019
0 days 00:46:04.756000,RAI,7,0 days 00:01:39.133000,10.0,3.0,,,0 days 00:00:27.118000,0 days 00:00:38.045000,0 days 00:00:33.970000,0 days 00:44:52.741000,0 days 00:45:30.786000,0 days 00:46:04.756000,312.0,283.0,258.0,300.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:44:25.623000,2019-09-21 13:29:26.727,1,,False,,False,True,2019
0 days 00:56:07.979000,RAI,7,0 days 00:01:38.858000,13.0,4.0,,,0 days 00:00:27.125000,0 days 00:00:37.911000,0 days 00:00:33.822000,0 days 00:54:56.246000,0 days 00:55:34.157000,0 days 00:56:07.979000,314.0,284.0,260.0,303.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:54:29.121000,2019-09-21 13:39:30.225,1,,False,,False,True,2019
0 days 00:20:53.427000,MAG,20,0 days 00:01:40.858000,2.0,1.0,,,0 days 00:00:27.264000,0 days 00:00:38.530000,0 days 00:00:35.064000,0 days 00:19:39.833000,0 days 00:20:18.363000,0 days 00:20:53.427000,313.0,283.0,253.0,302.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:19:12.569000,2019-09-21 13:04:13.673,1,,False,,False,True,2019
0 days 00:23:06.293000,MAG,20,0 days 00:02:12.866000,3.0,1.0,,,0 days 00:00:40.089000,0 days 00:00:51.163000,0 days 00:00:41.614000,0 days 00:21:33.516000,0 days 00:22:24.679000,0 days 00:23:06.293000,272.0,273.0,259.0,291.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:20:53.427000,2019-09-21 13:05:54.531,1,,False,,False,True,2019
0 days 00:24:47.573000,MAG,20,0 days 00:01:41.280000,4.0,1.0,,,0 days 00:00:27.506000,0 days 00:00:39.233000,0 days 00:00:34.541000,0 days 00:23:33.799000,0 days 00:24:13.032000,0 days 00:24:47.573000,311.0,281.0,256.0,301.0,False,SOFT,4.0,True,Haas F1 Team,0 days 00:23:06.293000,2019-09-21 13:08:07.397,1,,False,,False,True,2019
0 days 00:33:32.649000,MAG,20,0 days 00:01:39.942000,7.0,2.0,,,0 days 00:00:27.289000,0 days 00:00:38.655000,0 days 00:00:33.998000,0 days 00:32:19.996000,0 days 00:32:58.651000,0 days 00:33:32.649000,308.0,281.0,258.0,300.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:31:52.707000,2019-09-21 13:16:53.811,1,,False,,False,True,2019
0 days 00:46:28.846000,MAG,20,0 days 00:01:39.650000,10.0,3.0,,,0 days 00:00:27.057000,0 days 00:00:38.392000,0 days 00:00:34.201000,0 days 00:45:16.253000,0 days 00:45:54.645000,0 days 00:46:28.846000,313.0,283.0,259.0,303.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:44:49.196000,2019-09-21 13:29:50.300,1,,False,,False,True,2019
0 days 00:55:41.907000,MAG,20,0 days 00:01:39.851000,13.0,4.0,,,0 days 00:00:27.268000,0 days 00:00:38.399000,0 days 00:00:34.184000,0 days 00:54:29.324000,0 days 00:55:07.723000,0 days 00:55:41.907000,311.0,282.0,258.0,302.0,False,SOFT,2.0,True,Haas F1 Team,0 days 00:54:02.056000,2019-09-21 13:39:03.160,1,,False,,False,True,2019
0 days 00:21:54.262000,KVY,26,0 days 00:01:39.957000,2.0,1.0,,,0 days 00:00:27.544000,0 days 00:00:38.604000,0 days 00:00:33.809000,0 days 00:20:41.849000,0 days 00:21:20.453000,0 days 00:21:54.262000,307.0,279.0,256.0,299.0,True,SOFT,2.0,True,Toro Rosso,0 days 00:20:14.305000,2019-09-21 13:05:15.409,1,,False,,False,True,2019
0 days 00:24:14.874000,KVY,26,0 days 00:02:20.612000,3.0,1.0,,,0 days 00:00:37.074000,0 days 00:00:53.787000,0 days 00:00:49.751000,0 days 00:22:31.336000,0 days 00:23:25.123000,0 days 00:24:14.874000,253.0,243.0,253.0,241.0,False,SOFT,3.0,True,Toro Rosso,0 days 00:21:54.262000,2019-09-21 13:06:55.366,1,,False,,False,True,2019
0 days 00:34:21.061000,KVY,26,0 days 00:01:40.079000,6.0,2.0,,,0 days 00:00:27.510000,0 days 00:00:38.617000,0 days 00:00:33.952000,0 days 00:33:08.492000,0 days 00:33:47.109000,0 days 00:34:21.061000,312.0,282.0,258.0,294.0,False,SOFT,2.0,True,Toro Rosso,0 days 00:32:40.982000,2019-09-21 13:17:42.086,1,,False,,False,True,2019
0 days 00:20:37.262000,STR,18,0 days 00:01:40.345000,2.0,1.0,,,0 days 00:00:27.416000,0 days 00:00:38.477000,0 days 00:00:34.452000,0 days 00:19:24.333000,0 days 00:20:02.810000,0 days 00:20:37.262000,315.0,284.0,257.0,302.0,True,SOFT,2.0,True,Racing Point,0 days 00:18:56.917000,2019-09-21 13:03:58.021,1,,False,,False,True,2019
0 days 00:24:51.373000,STR,18,0 days 00:01:40.188000,4.0,1.0,,,0 days 00:00:27.374000,0 days 00:00:38.489000,0 days 00:00:34.325000,0 days 00:23:38.559000,0 days 00:24:17.048000,0 days 00:24:51.373000,315.0,283.0,260.0,301.0,True,SOFT,4.0,True,Racing Point,0 days 00:23:11.185000,2019-09-21 13:08:12.289,1,,False,,False,True,2019
0 days 00:34:12.909000,STR,18,0 days 00:01:39.979000,7.0,2.0,,,0 days 00:00:27.230000,0 days 00:00:38.626000,0 days 00:00:34.123000,0 days 00:33:00.160000,0 days 00:33:38.786000,0 days 00:34:12.909000,317.0,285.0,260.0,302.0,True,SOFT,2.0,True,Racing Point,0 days 00:32:32.930000,2019-09-21 13:17:34.034,1,,False,,False,True,2019
0 days 00:21:13.018000,GRO,8,0 days 00:01:40.615000,2.0,1.0,,,0 days 00:00:27.334000,0 days 00:00:39.046000,0 days 00:00:34.235000,0 days 00:19:59.737000,0 days 00:20:38.783000,0 days 00:21:13.018000,313.0,283.0,258.0,303.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:19:32.403000,2019-09-21 13:04:33.507,1,,False,,False,True,2019
0 days 00:23:42.673000,GRO,8,0 days 00:02:29.655000,3.0,1.0,,,0 days 00:00:37.448000,0 days 00:01:07.249000,0 days 00:00:44.958000,0 days 00:21:50.466000,0 days 00:22:57.715000,0 days 00:23:42.673000,181.0,247.0,258.0,263.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:21:13.018000,2019-09-21 13:06:14.122,1,,False,,False,True,2019
0 days 00:25:23.138000,GRO,8,0 days 00:01:40.465000,4.0,1.0,,,0 days 00:00:27.358000,0 days 00:00:38.714000,0 days 00:00:34.393000,0 days 00:24:10.031000,0 days 00:24:48.745000,0 days 00:25:23.138000,310.0,282.0,258.0,302.0,True,SOFT,4.0,True,Haas F1 Team,0 days 00:23:42.673000,2019-09-21 13:08:43.777,1,,False,,False,True,2019
0 days 00:34:09.577000,GRO,8,0 days 00:01:40.277000,7.0,2.0,,,0 days 00:00:27.256000,0 days 00:00:38.647000,0 days 00:00:34.374000,0 days 00:32:56.556000,0 days 00:33:35.203000,0 days 00:34:09.577000,313.0,283.0,260.0,303.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:32:29.300000,2019-09-21 13:17:30.404,1,,False,,False,True,2019
0 days 00:20:48.885000,RUS,63,0 days 00:01:40.900000,2.0,1.0,,,0 days 00:00:27.522000,0 days 00:00:38.965000,0 days 00:00:34.413000,0 days 00:19:35.507000,0 days 00:20:14.472000,0 days 00:20:48.885000,311.0,283.0,259.0,302.0,True,SOFT,2.0,True,Williams,0 days 00:19:07.985000,2019-09-21 13:04:09.089,1,,False,,False,True,2019
0 days 00:23:17.311000,RUS,63,0 days 00:02:28.426000,3.0,1.0,,,0 days 00:00:37.868000,0 days 00:00:57.826000,0 days 00:00:52.732000,0 days 00:21:26.753000,0 days 00:22:24.579000,0 days 00:23:17.311000,267.0,248.0,255.0,280.0,False,SOFT,3.0,True,Williams,0 days 00:20:48.885000,2019-09-21 13:05:49.989,1,,False,,False,True,2019
0 days 00:24:58.178000,RUS,63,0 days 00:01:40.867000,4.0,1.0,,,0 days 00:00:27.524000,0 days 00:00:38.957000,0 days 00:00:34.386000,0 days 00:23:44.835000,0 days 00:24:23.792000,0 days 00:24:58.178000,311.0,282.0,257.0,302.0,True,SOFT,4.0,True,Williams,0 days 00:23:17.311000,2019-09-21 13:08:18.415,1,,False,,False,True,2019
0 days 00:25:07.736000,KUB,88,0 days 00:01:41.186000,3.0,2.0,,,0 days 00:00:27.593000,0 days 00:00:39.054000,0 days 00:00:34.539000,0 days 00:23:54.143000,0 days 00:24:33.197000,0 days 00:25:07.736000,308.0,280.0,258.0,299.0,True,SOFT,2.0,True,Williams,0 days 00:23:26.550000,2019-09-21 13:08:27.654,1,,False,,False,True,2019
0 days 00:25:44.917000,RIC,3,0 days 00:01:39.362000,2.0,1.0,,,0 days 00:00:27.200000,0 days 00:00:38.324000,0 days 00:00:33.838000,0 days 00:24:32.755000,0 days 00:25:11.079000,0 days 00:25:44.917000,317.0,287.0,261.0,305.0,True,SOFT,2.0,True,Renault,0 days 00:24:05.555000,2019-09-21 13:09:06.659,1,,False,,False,True,2019
0 days 00:34:15.865000,RIC,3,0 days 00:01:39.411000,5.0,2.0,,,0 days 00:00:27.152000,0 days 00:00:38.364000,0 days 00:00:33.895000,0 days 00:33:03.606000,0 days 00:33:41.970000,0 days 00:34:15.865000,318.0,287.0,263.0,303.0,False,SOFT,2.0,True,Renault,0 days 00:32:36.454000,2019-09-21 13:17:37.558,1,,False,,False,True,2019
0 days 00:46:12.485000,RIC,3,0 days 00:01:38.399000,8.0,3.0,,,0 days 00:00:26.926000,0 days 00:00:37.758000,0 days 00:00:33.715000,0 days 00:45:01.012000,0 days 00:45:38.770000,0 days 00:46:12.485000,318.0,287.0,263.0,306.0,True,SOFT,2.0,True,Renault,0 days 00:44:34.086000,2019-09-21 13:29:35.190,1,,False,,False,True,2019
0 days 00:55:50.312000,RIC,3,0 days 00:01:38.498000,11.0,4.0,,,0 days 00:00:26.925000,0 days 00:00:37.829000,0 days 00:00:33.744000,0 days 00:54:38.739000,0 days 00:55:16.568000,0 days 00:55:50.312000,318.0,287.0,263.0,306.0,False,SOFT,2.0,True,Renault,0 days 00:54:11.814000,2019-09-21 13:39:12.918,1,,False,,False,True,2019
0 days 01:07:30.195000,RIC,3,0 days 00:01:39.094000,14.0,5.0,,,0 days 00:00:27.128000,0 days 00:00:38.172000,0 days 00:00:33.794000,0 days 01:06:18.229000,0 days 01:06:56.401000,0 days 01:07:30.195000,315.0,286.0,263.0,303.0,True,SOFT,5.0,False,Renault,0 days 01:05:51.101000,2019-09-21 13:50:52.205,1,,False,,False,True,2019
0 days 01:15:28.337000,RIC,3,0 days 00:01:38.095000,17.0,6.0,,,0 days 00:00:26.910000,0 days 00:00:37.637000,0 days 00:00:33.548000,0 days 01:14:17.152000,0 days 01:14:54.789000,0 days 01:15:28.337000,316.0,286.0,263.0,304.0,True,SOFT,2.0,True,Renault,0 days 01:13:50.242000,2019-09-21 13:58:51.346,1,,False,,False,True,2019
0 days 00:21:56.170000,LEC,16,0 days 00:01:55.054000,2.0,1.0,,,0 days 00:00:30.697000,0 days 00:00:44.878000,0 days 00:00:39.479000,0 days 00:20:31.813000,0 days 00:21:16.691000,0 days 00:21:56.170000,288.0,263.0,246.0,277.0,True,INTERMEDIATE,2.0,True,Ferrari,0 days 00:20:01.116000,2022-10-01 13:05:01.124,12,,False,,False,True,2022
0 days 00:26:23.287000,LEC,16,0 days 00:01:54.222000,4.0,1.0,,,0 days 00:00:30.461000,0 days 00:00:44.358000,0 days 00:00:39.403000,0 days 00:24:59.526000,0 days 00:25:43.884000,0 days 00:26:23.287000,290.0,262.0,244.0,279.0,True,INTERMEDIATE,4.0,True,Ferrari,0 days 00:24:29.065000,2022-10-01 13:09:29.073,12,,False,,False,True,2022
0 days 00:30:56.390000,LEC,16,0 days 00:01:54.129000,6.0,1.0,,,0 days 00:00:30.387000,0 days 00:00:44.322000,0 days 00:00:39.420000,0 days 00:29:32.648000,0 days 00:30:16.970000,0 days 00:30:56.390000,288.0,264.0,246.0,279.0,True,INTERMEDIATE,6.0,True,Ferrari,0 days 00:29:02.261000,2022-10-01 13:14:02.269,1,,False,,False,True,2022
0 days 00:44:51.040000,LEC,16,0 days 00:01:52.343000,9.0,2.0,,,0 days 00:00:29.895000,0 days 00:00:43.573000,0 days 00:00:38.875000,0 days 00:43:28.592000,0 days 00:44:12.165000,0 days 00:44:51.040000,289.0,264.0,246.0,278.0,True,INTERMEDIATE,2.0,True,Ferrari,0 days 00:42:58.697000,2022-10-01 13:27:58.705,1,,False,,False,True,2022
0 days 00:47:18.770000,LEC,16,0 days 00:02:27.730000,10.0,2.0,,,0 days 00:00:33.354000,0 days 00:01:03.793000,0 days 00:00:50.583000,0 days 00:45:24.394000,0 days 00:46:28.187000,0 days 00:47:18.770000,165.0,204.0,243.0,282.0,False,INTERMEDIATE,3.0,True,Ferrari,0 days 00:44:51.040000,2022-10-01 13:29:51.048,1,,False,,False,True,2022
0 days 00:54:03.579000,LEC,16,0 days 00:01:57.852000,13.0,3.0,,,0 days 00:00:29.785000,0 days 00:00:43.738000,0 days 00:00:44.329000,0 days 00:52:35.512000,0 days 00:53:19.250000,0 days 00:54:03.579000,291.0,264.0,242.0,278.0,False,INTERMEDIATE,2.0,True,Ferrari,0 days 00:52:05.727000,2022-10-01 13:37:05.735,1,,False,,False,True,2022
0 days 01:07:57.415000,LEC,16,0 days 00:01:55.628000,16.0,4.0,,,0 days 00:00:30.819000,0 days 00:00:44.024000,0 days 00:00:40.785000,0 days 01:06:32.606000,0 days 01:07:16.630000,0 days 01:07:57.415000,288.0,264.0,247.0,277.0,True,SOFT,2.0,True,Ferrari,0 days 01:06:01.787000,2022-10-01 13:51:01.795,1,,False,,False,True,2022
0 days 01:09:49.296000,LEC,16,0 days 00:01:51.881000,17.0,4.0,,,0 days 00:00:29.628000,0 days 00:00:42.742000,0 days 00:00:39.511000,0 days 01:08:27.043000,0 days 01:09:09.785000,0 days 01:09:49.296000,290.0,265.0,248.0,283.0,True,SOFT,3.0,True,Ferrari,0 days 01:07:57.415000,2022-10-01 13:52:57.423,1,,False,,False,True,2022
