Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,year
0 days 00:33:03.267000,GAS,10,0 days 00:01:55.606000,8.0,2.0,,,0 days 00:00:30.493000,0 days 00:00:45.107000,0 days 00:00:40.006000,0 days 00:31:38.154000,0 days 00:32:23.261000,0 days 00:33:03.267000,290.0,263.0,240.0,282.0,True,INTERMEDIATE,2.0,True,AlphaTauri,0 days 00:31:07.661000,2022-10-01 13:16:07.669,1,,False,,False,True,2022
0 days 00:44:09.018000,GAS,10,0 days 00:01:54.368000,11.0,3.0,,,0 days 00:00:30.446000,0 days 00:00:44.170000,0 days 00:00:39.752000,0 days 00:42:45.096000,0 days 00:43:29.266000,0 days 00:44:09.018000,288.0,263.0,242.0,279.0,True,INTERMEDIATE,2.0,True,AlphaTauri,0 days 00:42:14.650000,2022-10-01 13:27:14.658,1,,False,,False,True,2022
0 days 00:46:34.377000,GAS,10,0 days 00:02:25.359000,12.0,3.0,,,0 days 00:00:41.350000,0 days 00:00:59.621000,0 days 00:00:44.388000,0 days 00:44:50.368000,0 days 00:45:49.989000,0 days 00:46:34.377000,252.0,228.0,245.0,271.0,False,INTERMEDIATE,3.0,True,AlphaTauri,0 days 00:44:09.018000,2022-10-01 13:29:09.026,1,,False,,False,True,2022
0 days 00:48:31.163000,GAS,10,0 days 00:01:56.786000,13.0,3.0,,,0 days 00:00:30.427000,0 days 00:00:44.807000,0 days 00:00:41.552000,0 days 00:47:04.804000,0 days 00:47:49.611000,0 days 00:48:31.163000,287.0,262.0,240.0,280.0,False,INTERMEDIATE,4.0,True,AlphaTauri,0 days 00:46:34.377000,2022-10-01 13:31:34.385,1,,False,,False,True,2022
0 days 00:56:02.618000,GAS,10,0 days 00:01:53.546000,16.0,4.0,,,0 days 00:00:30.213000,0 days 00:00:43.791000,0 days 00:00:39.542000,0 days 00:54:39.285000,0 days 00:55:23.076000,0 days 00:56:02.618000,290.0,265.0,244.0,282.0,True,INTERMEDIATE,2.0,True,AlphaTauri,0 days 00:54:09.072000,2022-10-01 13:39:09.080,1,,False,,False,True,2022
0 days 01:08:21.071000,GAS,10,0 days 00:01:59.466000,19.0,5.0,,,0 days 00:00:31.204000,0 days 00:00:44.888000,0 days 00:00:43.374000,0 days 01:06:52.809000,0 days 01:07:37.697000,0 days 01:08:21.071000,289.0,263.0,244.0,282.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:06:21.605000,2022-10-01 13:51:21.613,1,,False,,False,True,2022
0 days 01:10:48.473000,GAS,10,0 days 00:02:27.402000,20.0,5.0,,,0 days 00:00:30.271000,0 days 00:00:43.389000,0 days 00:01:13.742000,0 days 01:08:51.342000,0 days 01:09:34.731000,0 days 01:10:48.473000,,262.0,240.0,,False,SOFT,3.0,True,AlphaTauri,0 days 01:08:21.071000,2022-10-01 13:53:21.079,12,,False,,False,True,2022
0 days 01:12:50.644000,GAS,10,0 days 00:02:02.171000,21.0,5.0,,,0 days 00:00:30.500000,0 days 00:00:47.804000,0 days 00:00:43.867000,0 days 01:11:18.973000,0 days 01:12:06.777000,0 days 01:12:50.644000,280.0,238.0,246.0,280.0,False,SOFT,4.0,True,AlphaTauri,0 days 01:10:48.473000,2022-10-01 13:55:48.481,1,,False,,False,True,2022
0 days 01:14:43.069000,GAS,10,0 days 00:01:52.425000,22.0,5.0,,,0 days 00:00:29.875000,0 days 00:00:42.793000,0 days 00:00:39.757000,0 days 01:13:20.519000,0 days 01:14:03.312000,0 days 01:14:43.069000,290.0,263.0,251.0,282.0,True,SOFT,5.0,True,AlphaTauri,0 days 01:12:50.644000,2022-10-01 13:57:50.652,1,,False,,False,True,2022
0 days 01:16:34.280000,GAS,10,0 days 00:01:51.211000,23.0,5.0,,,0 days 00:00:29.550000,0 days 00:00:42.310000,0 days 00:00:39.351000,0 days 01:15:12.619000,0 days 01:15:54.929000,0 days 01:16:34.280000,,263.0,251.0,285.0,True,SOFT,6.0,True,AlphaTauri,0 days 01:14:43.069000,2022-10-01 13:59:43.077,1,,False,,False,True,2022
0 days 00:22:36.080000,VER,1,0 days 00:02:00.776000,2.0,1.0,,,0 days 00:00:30.286000,0 days 00:00:44.611000,0 days 00:00:45.879000,0 days 00:21:05.590000,0 days 00:21:50.201000,0 days 00:22:36.080000,292.0,264.0,246.0,282.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 00:20:35.304000,2022-10-01 13:05:35.312,12,,False,,False,True,2022
0 days 00:24:30.475000,VER,1,0 days 00:01:54.395000,3.0,1.0,,,0 days 00:00:30.145000,0 days 00:00:44.577000,0 days 00:00:39.673000,0 days 00:23:06.225000,0 days 00:23:50.802000,0 days 00:24:30.475000,,264.0,238.0,283.0,True,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 00:22:36.080000,2022-10-01 13:07:36.088,12,,False,,False,True,2022
0 days 00:26:56.986000,VER,1,0 days 00:02:26.511000,4.0,1.0,,,0 days 00:00:37.133000,0 days 00:00:59.129000,0 days 00:00:50.249000,0 days 00:25:07.608000,0 days 00:26:06.737000,0 days 00:26:56.986000,197.0,183.0,247.0,253.0,False,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 00:24:30.475000,2022-10-01 13:09:30.483,12,,False,,False,True,2022
0 days 00:33:32.684000,VER,1,0 days 00:01:53.057000,7.0,2.0,,,0 days 00:00:29.978000,0 days 00:00:43.751000,0 days 00:00:39.328000,0 days 00:32:09.605000,0 days 00:32:53.356000,0 days 00:33:32.684000,292.0,265.0,244.0,285.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 00:31:39.627000,2022-10-01 13:16:39.635,12,,False,,False,True,2022
0 days 00:45:37.352000,VER,1,0 days 00:01:52.723000,10.0,3.0,,,0 days 00:00:29.803000,0 days 00:00:43.756000,0 days 00:00:39.164000,0 days 00:44:14.432000,0 days 00:44:58.188000,0 days 00:45:37.352000,292.0,265.0,246.0,282.0,True,INTERMEDIATE,5.0,False,Red Bull Racing,0 days 00:43:44.629000,2022-10-01 13:28:44.637,1,,False,,False,True,2022
0 days 01:07:12.030000,VER,1,0 days 00:01:56.940000,15.0,5.0,,,0 days 00:00:30.975000,0 days 00:00:44.665000,0 days 00:00:41.300000,0 days 01:05:46.065000,0 days 01:06:30.730000,0 days 01:07:12.030000,289.0,263.0,250.0,280.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:05:15.090000,2022-10-01 13:50:15.098,1,,False,,False,True,2022
0 days 01:09:06.323000,VER,1,0 days 00:01:54.293000,16.0,5.0,,,0 days 00:00:29.488000,0 days 00:00:43.207000,0 days 00:00:41.598000,0 days 01:07:41.518000,0 days 01:08:24.725000,0 days 01:09:06.323000,290.0,263.0,250.0,284.0,True,SOFT,3.0,True,Red Bull Racing,0 days 01:07:12.030000,2022-10-01 13:52:12.038,1,,False,,False,True,2022
0 days 01:10:57.718000,VER,1,0 days 00:01:51.395000,17.0,5.0,,,0 days 00:00:29.085000,0 days 00:00:42.253000,0 days 00:00:40.057000,0 days 01:09:35.408000,0 days 01:10:17.661000,0 days 01:10:57.718000,,265.0,252.0,,True,SOFT,4.0,True,Red Bull Racing,0 days 01:09:06.323000,2022-10-01 13:54:06.331,12,,False,,False,True,2022
0 days 01:12:57.258000,VER,1,0 days 00:01:59.540000,18.0,5.0,,,0 days 00:00:30.291000,0 days 00:00:45.582000,0 days 00:00:43.667000,0 days 01:11:28.009000,0 days 01:12:13.591000,0 days 01:12:57.258000,273.0,254.0,249.0,275.0,False,SOFT,5.0,True,Red Bull Racing,0 days 01:10:57.718000,2022-10-01 13:55:57.726,1,,False,,False,True,2022
0 days 01:14:50.426000,VER,1,0 days 00:01:53.168000,19.0,5.0,,,0 days 00:00:28.802000,0 days 00:00:41.424000,0 days 00:00:42.942000,0 days 01:13:26.060000,0 days 01:14:07.484000,0 days 01:14:50.426000,293.0,266.0,252.0,286.0,False,SOFT,6.0,True,Red Bull Racing,0 days 01:12:57.258000,2022-10-01 13:57:57.266,1,,False,,False,True,2022
0 days 00:22:29.861000,MAG,20,0 days 00:02:18.027000,2.0,1.0,,,0 days 00:00:30.979000,0 days 00:00:59.825000,0 days 00:00:47.223000,0 days 00:20:42.813000,0 days 00:21:42.638000,0 days 00:22:29.861000,288.0,131.0,241.0,278.0,True,INTERMEDIATE,2.0,True,Haas F1 Team,0 days 00:20:11.834000,2022-10-01 13:05:11.842,12,,False,,False,True,2022
0 days 00:30:14.054000,MAG,20,0 days 00:01:55.223000,5.0,2.0,,,0 days 00:00:30.581000,0 days 00:00:44.855000,0 days 00:00:39.787000,0 days 00:28:49.412000,0 days 00:29:34.267000,0 days 00:30:14.054000,290.0,264.0,241.0,279.0,True,INTERMEDIATE,2.0,True,Haas F1 Team,0 days 00:28:18.831000,2022-10-01 13:13:18.839,1,,False,,False,True,2022
0 days 00:34:47.075000,MAG,20,0 days 00:01:55.103000,7.0,2.0,,,0 days 00:00:30.584000,0 days 00:00:44.707000,0 days 00:00:39.812000,0 days 00:33:22.556000,0 days 00:34:07.263000,0 days 00:34:47.075000,288.0,264.0,241.0,280.0,True,INTERMEDIATE,4.0,True,Haas F1 Team,0 days 00:32:51.972000,2022-10-01 13:17:51.980,12,,False,,False,True,2022
0 days 00:44:23.389000,MAG,20,0 days 00:01:55.131000,10.0,3.0,,,0 days 00:00:30.624000,0 days 00:00:44.728000,0 days 00:00:39.779000,0 days 00:42:58.882000,0 days 00:43:43.610000,0 days 00:44:23.389000,288.0,263.0,240.0,277.0,True,INTERMEDIATE,5.0,False,Haas F1 Team,0 days 00:42:28.258000,2022-10-01 13:27:28.266,1,,False,,False,True,2022
0 days 00:46:38.833000,MAG,20,0 days 00:02:15.444000,11.0,3.0,,,0 days 00:00:34.829000,0 days 00:00:52.772000,0 days 00:00:47.843000,0 days 00:44:58.218000,0 days 00:45:50.990000,0 days 00:46:38.833000,263.0,239.0,243.0,,False,INTERMEDIATE,6.0,False,Haas F1 Team,0 days 00:44:23.389000,2022-10-01 13:29:23.397,1,,False,,False,True,2022
0 days 00:48:35.250000,MAG,20,0 days 00:01:56.417000,12.0,3.0,,,0 days 00:00:30.628000,0 days 00:00:44.883000,0 days 00:00:40.906000,0 days 00:47:09.461000,0 days 00:47:54.344000,0 days 00:48:35.250000,287.0,263.0,240.0,279.0,False,INTERMEDIATE,7.0,False,Haas F1 Team,0 days 00:46:38.833000,2022-10-01 13:31:38.841,1,,False,,False,True,2022
0 days 00:55:21.465000,MAG,20,0 days 00:01:54.006000,15.0,4.0,,,0 days 00:00:30.121000,0 days 00:00:44.201000,0 days 00:00:39.684000,0 days 00:53:57.580000,0 days 00:54:41.781000,0 days 00:55:21.465000,286.0,263.0,244.0,278.0,True,INTERMEDIATE,2.0,True,Haas F1 Team,0 days 00:53:27.459000,2022-10-01 13:38:27.467,1,,False,,False,True,2022
0 days 01:12:24.044000,MAG,20,0 days 00:01:54.775000,20.0,6.0,,,0 days 00:00:30.783000,0 days 00:00:43.595000,0 days 00:00:40.397000,0 days 01:11:00.052000,0 days 01:11:43.647000,0 days 01:12:24.044000,289.0,263.0,247.0,279.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:10:29.269000,2022-10-01 13:55:29.277,1,,False,,False,True,2022
0 days 01:14:20.829000,MAG,20,0 days 00:01:56.785000,21.0,6.0,,,0 days 00:00:30.775000,0 days 00:00:45.111000,0 days 00:00:40.899000,0 days 01:12:54.819000,0 days 01:13:39.930000,0 days 01:14:20.829000,264.0,243.0,248.0,275.0,False,SOFT,3.0,True,Haas F1 Team,0 days 01:12:24.044000,2022-10-01 13:57:24.052,1,,False,,False,True,2022
0 days 01:16:12.402000,MAG,20,0 days 00:01:51.573000,22.0,6.0,,,0 days 00:00:29.559000,0 days 00:00:42.412000,0 days 00:00:39.602000,0 days 01:14:50.388000,0 days 01:15:32.800000,0 days 01:16:12.402000,289.0,265.0,249.0,282.0,True,SOFT,4.0,True,Haas F1 Team,0 days 01:14:20.829000,2022-10-01 13:59:20.837,1,,False,,False,True,2022
0 days 00:19:22.249000,TSU,22,0 days 00:01:58.724000,2.0,1.0,,,0 days 00:00:31.107000,0 days 00:00:46.238000,0 days 00:00:41.379000,0 days 00:17:54.632000,0 days 00:18:40.870000,0 days 00:19:22.249000,291.0,263.0,241.0,278.0,True,INTERMEDIATE,2.0,True,AlphaTauri,0 days 00:17:23.525000,2022-10-01 13:02:23.533,1,,False,,False,True,2022
0 days 00:21:39.750000,TSU,22,0 days 00:02:17.501000,3.0,1.0,,,0 days 00:00:31.299000,0 days 00:00:58.812000,0 days 00:00:47.390000,0 days 00:19:53.548000,0 days 00:20:52.360000,0 days 00:21:39.750000,293.0,174.0,242.0,282.0,False,INTERMEDIATE,3.0,True,AlphaTauri,0 days 00:19:22.249000,2022-10-01 13:04:22.257,12,,False,,False,True,2022
0 days 00:23:37.489000,TSU,22,0 days 00:01:57.739000,4.0,1.0,,,0 days 00:00:30.838000,0 days 00:00:46.180000,0 days 00:00:40.721000,0 days 00:22:10.588000,0 days 00:22:56.768000,0 days 00:23:37.489000,291.0,263.0,240.0,,True,INTERMEDIATE,4.0,True,AlphaTauri,0 days 00:21:39.750000,2022-10-01 13:06:39.758,12,,False,,False,True,2022
0 days 00:26:07.133000,TSU,22,0 days 00:02:29.644000,5.0,1.0,,,0 days 00:00:42.741000,0 days 00:00:58.509000,0 days 00:00:48.394000,0 days 00:24:20.230000,0 days 00:25:18.739000,0 days 00:26:07.133000,233.0,213.0,243.0,272.0,False,INTERMEDIATE,5.0,True,AlphaTauri,0 days 00:23:37.489000,2022-10-01 13:08:37.497,12,,False,,False,True,2022
0 days 00:32:56.060000,TSU,22,0 days 00:01:55.314000,8.0,2.0,,,0 days 00:00:30.513000,0 days 00:00:44.255000,0 days 00:00:40.546000,0 days 00:31:31.259000,0 days 00:32:15.514000,0 days 00:32:56.060000,291.0,264.0,240.0,281.0,True,INTERMEDIATE,2.0,True,AlphaTauri,0 days 00:31:00.746000,2022-10-01 13:16:00.754,1,,False,,False,True,2022
0 days 00:45:26.888000,TSU,22,0 days 00:01:55.866000,11.0,3.0,,,0 days 00:00:30.375000,0 days 00:00:45.400000,0 days 00:00:40.091000,0 days 00:44:01.397000,0 days 00:44:46.797000,0 days 00:45:26.888000,291.0,265.0,239.0,281.0,True,INTERMEDIATE,2.0,True,AlphaTauri,0 days 00:43:31.022000,2022-10-01 13:28:31.030,1,,False,,False,True,2022
0 days 00:47:55.735000,TSU,22,0 days 00:02:28.847000,12.0,3.0,,,0 days 00:00:39.593000,0 days 00:00:59.035000,0 days 00:00:50.219000,0 days 00:46:06.481000,0 days 00:47:05.516000,0 days 00:47:55.735000,244.0,214.0,244.0,247.0,False,INTERMEDIATE,3.0,True,AlphaTauri,0 days 00:45:26.888000,2022-10-01 13:30:26.896,1,,False,,False,True,2022
0 days 00:55:07.606000,TSU,22,0 days 00:01:53.848000,15.0,4.0,,,0 days 00:00:30.131000,0 days 00:00:43.990000,0 days 00:00:39.727000,0 days 00:53:43.889000,0 days 00:54:27.879000,0 days 00:55:07.606000,288.0,264.0,244.0,281.0,True,INTERMEDIATE,2.0,True,AlphaTauri,0 days 00:53:13.758000,2022-10-01 13:38:13.766,1,,False,,False,True,2022
0 days 01:07:20.260000,TSU,22,0 days 00:01:55.170000,18.0,5.0,,,0 days 00:00:30.297000,0 days 00:00:44.836000,0 days 00:00:40.037000,0 days 01:05:55.387000,0 days 01:06:40.223000,0 days 01:07:20.260000,290.0,264.0,239.0,281.0,True,INTERMEDIATE,5.0,False,AlphaTauri,0 days 01:05:25.090000,2022-10-01 13:50:25.098,1,,False,,False,True,2022
0 days 01:14:35.932000,TSU,22,0 days 00:01:58.272000,21.0,6.0,,,0 days 00:00:31.571000,0 days 00:00:44.968000,0 days 00:00:41.733000,0 days 01:13:09.231000,0 days 01:13:54.199000,0 days 01:14:35.932000,290.0,264.0,248.0,276.0,False,SOFT,2.0,True,AlphaTauri,0 days 01:12:37.660000,2022-10-01 13:57:37.668,1,,False,,False,True,2022
0 days 01:16:27.915000,TSU,22,0 days 00:01:51.983000,22.0,6.0,,,0 days 00:00:29.452000,0 days 00:00:42.774000,0 days 00:00:39.757000,0 days 01:15:05.384000,0 days 01:15:48.158000,0 days 01:16:27.915000,,265.0,250.0,283.0,True,SOFT,3.0,True,AlphaTauri,0 days 01:14:35.932000,2022-10-01 13:59:35.940,1,,False,,False,True,2022
0 days 00:19:08.202000,RUS,63,0 days 00:01:57.099000,2.0,1.0,,,0 days 00:00:31.405000,0 days 00:00:45.551000,0 days 00:00:40.143000,0 days 00:17:42.508000,0 days 00:18:28.059000,0 days 00:19:08.202000,286.0,262.0,242.0,274.0,True,INTERMEDIATE,2.0,True,Mercedes,0 days 00:17:11.103000,2022-10-01 13:02:11.111,1,,False,,False,True,2022
0 days 00:21:04.044000,RUS,63,0 days 00:01:55.842000,3.0,1.0,,,0 days 00:00:30.724000,0 days 00:00:45.403000,0 days 00:00:39.715000,0 days 00:19:38.926000,0 days 00:20:24.329000,0 days 00:21:04.044000,287.0,263.0,244.0,276.0,True,INTERMEDIATE,3.0,True,Mercedes,0 days 00:19:08.202000,2022-10-01 13:04:08.210,12,,False,,False,True,2022
0 days 00:23:21.450000,RUS,63,0 days 00:02:17.406000,4.0,1.0,,,0 days 00:00:35.206000,0 days 00:00:55.002000,0 days 00:00:47.198000,0 days 00:21:39.250000,0 days 00:22:34.252000,0 days 00:23:21.450000,224.0,134.0,243.0,265.0,False,INTERMEDIATE,4.0,True,Mercedes,0 days 00:21:04.044000,2022-10-01 13:06:04.052,12,,False,,False,True,2022
0 days 00:25:17.345000,RUS,63,0 days 00:01:55.895000,5.0,1.0,,,0 days 00:00:30.373000,0 days 00:00:45.722000,0 days 00:00:39.800000,0 days 00:23:51.823000,0 days 00:24:37.545000,0 days 00:25:17.345000,292.0,264.0,246.0,280.0,False,INTERMEDIATE,5.0,True,Mercedes,0 days 00:23:21.450000,2022-10-01 13:08:21.458,1,,False,,False,True,2022
0 days 00:31:56.099000,RUS,63,0 days 00:01:54.633000,8.0,2.0,,,0 days 00:00:30.502000,0 days 00:00:44.531000,0 days 00:00:39.600000,0 days 00:30:31.968000,0 days 00:31:16.499000,0 days 00:31:56.099000,289.0,264.0,245.0,280.0,True,INTERMEDIATE,2.0,True,Mercedes,0 days 00:30:01.466000,2022-10-01 13:15:01.474,1,,False,,False,True,2022
0 days 00:44:59.694000,RUS,63,0 days 00:01:55.603000,11.0,3.0,,,0 days 00:00:30.400000,0 days 00:00:45.590000,0 days 00:00:39.613000,0 days 00:43:34.491000,0 days 00:44:20.081000,0 days 00:44:59.694000,291.0,265.0,247.0,280.0,True,INTERMEDIATE,5.0,False,Mercedes,0 days 00:43:04.091000,2022-10-01 13:28:04.099,1,,False,,False,True,2022
0 days 00:52:22.119000,RUS,63,0 days 00:01:54.012000,14.0,4.0,,,0 days 00:00:30.118000,0 days 00:00:43.960000,0 days 00:00:39.934000,0 days 00:50:58.225000,0 days 00:51:42.185000,0 days 00:52:22.119000,289.0,265.0,247.0,278.0,True,INTERMEDIATE,2.0,True,Mercedes,0 days 00:50:28.107000,2022-10-01 13:35:28.115,1,,False,,False,True,2022
0 days 00:54:38.060000,RUS,63,0 days 00:02:15.941000,15.0,4.0,,,0 days 00:00:33.577000,0 days 00:00:50.491000,0 days 00:00:51.873000,0 days 00:52:55.696000,0 days 00:53:46.187000,0 days 00:54:38.060000,262.0,235.0,245.0,265.0,False,INTERMEDIATE,3.0,True,Mercedes,0 days 00:52:22.119000,2022-10-01 13:37:22.127,1,,False,,False,True,2022
0 days 00:56:32.375000,RUS,63,0 days 00:01:54.315000,16.0,4.0,,,0 days 00:00:30.241000,0 days 00:00:44.222000,0 days 00:00:39.852000,0 days 00:55:08.301000,0 days 00:55:52.523000,0 days 00:56:32.375000,290.0,265.0,248.0,280.0,False,INTERMEDIATE,4.0,True,Mercedes,0 days 00:54:38.060000,2022-10-01 13:39:38.068,1,,False,,False,True,2022
0 days 00:21:33.724000,STR,18,0 days 00:01:56.997000,2.0,1.0,,,0 days 00:00:30.891000,0 days 00:00:45.595000,0 days 00:00:40.511000,0 days 00:20:07.618000,0 days 00:20:53.213000,0 days 00:21:33.724000,288.0,264.0,240.0,277.0,True,INTERMEDIATE,2.0,True,Aston Martin,0 days 00:19:36.727000,2022-10-01 13:04:36.735,12,,False,,False,True,2022
0 days 00:26:15.757000,STR,18,0 days 00:01:55.629000,4.0,1.0,,,0 days 00:00:30.530000,0 days 00:00:44.973000,0 days 00:00:40.126000,0 days 00:24:50.658000,0 days 00:25:35.631000,0 days 00:26:15.757000,287.0,263.0,234.0,279.0,True,INTERMEDIATE,4.0,True,Aston Martin,0 days 00:24:20.128000,2022-10-01 13:09:20.136,12,,False,,False,True,2022
0 days 00:45:12.030000,STR,18,0 days 00:01:54.211000,9.0,3.0,,,0 days 00:00:30.322000,0 days 00:00:44.268000,0 days 00:00:39.621000,0 days 00:43:48.141000,0 days 00:44:32.409000,0 days 00:45:12.030000,290.0,264.0,243.0,278.0,True,INTERMEDIATE,2.0,True,Aston Martin,0 days 00:43:17.819000,2022-10-01 13:28:17.827,1,,False,,False,True,2022
0 days 00:47:39.461000,STR,18,0 days 00:02:27.431000,10.0,3.0,,,0 days 00:00:40.796000,0 days 00:01:00.710000,0 days 00:00:45.925000,0 days 00:45:52.826000,0 days 00:46:53.536000,0 days 00:47:39.461000,233.0,227.0,244.0,229.0,False,INTERMEDIATE,3.0,True,Aston Martin,0 days 00:45:12.030000,2022-10-01 13:30:12.038,1,,False,,False,True,2022
0 days 00:54:26.661000,STR,18,0 days 00:01:59.706000,13.0,4.0,,,0 days 00:00:31.572000,0 days 00:00:45.530000,0 days 00:00:42.604000,0 days 00:52:58.527000,0 days 00:53:44.057000,0 days 00:54:26.661000,288.0,262.0,242.0,278.0,False,SOFT,2.0,True,Aston Martin,0 days 00:52:26.955000,2022-10-01 13:37:26.963,1,,False,,False,True,2022
0 days 00:56:21.933000,STR,18,0 days 00:01:55.272000,14.0,4.0,,,0 days 00:00:30.113000,0 days 00:00:43.665000,0 days 00:00:41.494000,0 days 00:54:56.774000,0 days 00:55:40.439000,0 days 00:56:21.933000,292.0,265.0,247.0,280.0,False,SOFT,3.0,True,Aston Martin,0 days 00:54:26.661000,2022-10-01 13:39:26.669,1,,False,,False,True,2022
0 days 00:30:19.545000,MSC,47,0 days 00:01:56.287000,5.0,2.0,,,0 days 00:00:30.677000,0 days 00:00:45.454000,0 days 00:00:40.156000,0 days 00:28:53.935000,0 days 00:29:39.389000,0 days 00:30:19.545000,290.0,264.0,238.0,279.0,True,INTERMEDIATE,2.0,True,Haas F1 Team,0 days 00:28:23.258000,2022-10-01 13:13:23.266,1,,False,,False,True,2022
0 days 00:34:50.904000,MSC,47,0 days 00:01:55.736000,7.0,2.0,,,0 days 00:00:30.502000,0 days 00:00:45.060000,0 days 00:00:40.174000,0 days 00:33:25.670000,0 days 00:34:10.730000,0 days 00:34:50.904000,290.0,265.0,235.0,281.0,True,INTERMEDIATE,4.0,True,Haas F1 Team,0 days 00:32:55.168000,2022-10-01 13:17:55.176,12,,False,,False,True,2022
0 days 00:44:56.339000,MSC,47,0 days 00:02:25.018000,10.0,3.0,,,0 days 00:00:30.487000,0 days 00:01:00.731000,0 days 00:00:53.800000,0 days 00:43:01.808000,0 days 00:44:02.539000,0 days 00:44:56.339000,290.0,240.0,241.0,280.0,True,INTERMEDIATE,5.0,False,Haas F1 Team,0 days 00:42:31.321000,2022-10-01 13:27:31.329,1,,False,,False,True,2022
0 days 00:46:51.407000,MSC,47,0 days 00:01:55.068000,11.0,3.0,,,0 days 00:00:30.452000,0 days 00:00:45.006000,0 days 00:00:39.610000,0 days 00:45:26.791000,0 days 00:46:11.797000,0 days 00:46:51.407000,289.0,264.0,238.0,279.0,True,INTERMEDIATE,6.0,False,Haas F1 Team,0 days 00:44:56.339000,2022-10-01 13:29:56.347,1,,False,,False,True,2022
0 days 00:49:15.823000,MSC,47,0 days 00:02:24.416000,12.0,3.0,,,0 days 00:00:38.572000,0 days 00:00:58.884000,0 days 00:00:46.960000,0 days 00:47:29.979000,0 days 00:48:28.863000,0 days 00:49:15.823000,254.0,140.0,240.0,251.0,False,INTERMEDIATE,7.0,False,Haas F1 Team,0 days 00:46:51.407000,2022-10-01 13:31:51.415,1,,False,,False,True,2022
0 days 00:55:51.850000,MSC,47,0 days 00:01:54.370000,15.0,4.0,,,0 days 00:00:30.101000,0 days 00:00:44.481000,0 days 00:00:39.788000,0 days 00:54:27.581000,0 days 00:55:12.062000,0 days 00:55:51.850000,288.0,263.0,243.0,279.0,True,INTERMEDIATE,2.0,True,Haas F1 Team,0 days 00:53:57.480000,2022-10-01 13:38:57.488,1,,False,,False,True,2022
0 days 00:22:25.948000,VET,5,0 days 00:02:02.144000,2.0,1.0,,,0 days 00:00:31.569000,0 days 00:00:47.060000,0 days 00:00:43.515000,0 days 00:20:55.373000,0 days 00:21:42.433000,0 days 00:22:25.948000,287.0,262.0,240.0,276.0,True,INTERMEDIATE,2.0,True,Aston Martin,0 days 00:20:23.804000,2022-10-01 13:05:23.812,12,,False,,False,True,2022
0 days 00:24:23.357000,VET,5,0 days 00:01:57.409000,3.0,1.0,,,0 days 00:00:30.852000,0 days 00:00:45.721000,0 days 00:00:40.836000,0 days 00:22:56.800000,0 days 00:23:42.521000,0 days 00:24:23.357000,284.0,263.0,240.0,279.0,True,INTERMEDIATE,3.0,True,Aston Martin,0 days 00:22:25.948000,2022-10-01 13:07:25.956,12,,False,,False,True,2022
0 days 00:26:41.271000,VET,5,0 days 00:02:17.914000,4.0,1.0,,,0 days 00:00:37.437000,0 days 00:00:54.412000,0 days 00:00:46.065000,0 days 00:25:00.794000,0 days 00:25:55.206000,0 days 00:26:41.271000,232.0,201.0,240.0,245.0,False,INTERMEDIATE,4.0,True,Aston Martin,0 days 00:24:23.357000,2022-10-01 13:09:23.365,12,,False,,False,True,2022
0 days 00:33:23.213000,VET,5,0 days 00:01:55.602000,7.0,2.0,,,0 days 00:00:30.414000,0 days 00:00:45.118000,0 days 00:00:40.070000,0 days 00:31:58.025000,0 days 00:32:43.143000,0 days 00:33:23.213000,290.0,264.0,241.0,279.0,True,INTERMEDIATE,7.0,False,Aston Martin,0 days 00:31:27.611000,2022-10-01 13:16:27.619,12,,False,,False,True,2022
0 days 00:45:18.775000,VET,5,0 days 00:01:54.380000,10.0,3.0,,,0 days 00:00:30.370000,0 days 00:00:44.405000,0 days 00:00:39.605000,0 days 00:43:54.765000,0 days 00:44:39.170000,0 days 00:45:18.775000,289.0,265.0,241.0,278.0,True,INTERMEDIATE,7.0,False,Aston Martin,0 days 00:43:24.395000,2022-10-01 13:28:24.403,1,,False,,False,True,2022
0 days 00:54:44.782000,VET,5,0 days 00:02:06.389000,14.0,4.0,,,0 days 00:00:32.258000,0 days 00:00:48.418000,0 days 00:00:45.713000,0 days 00:53:10.651000,0 days 00:53:59.069000,0 days 00:54:44.782000,272.0,244.0,245.0,252.0,False,SOFT,2.0,True,Aston Martin,0 days 00:52:38.393000,2022-10-01 13:37:38.401,1,,False,,False,True,2022
